source,target,weight
01.11,01.50,0.9430640502874108
01.11,10.41,0.7599639549101909
01.13,01.19,0.8137607370027842
01.13,01.21,0.7854784532765899
01.13,01.22,0.8353256762995724
01.13,01.23,0.8477130590199531
01.13,01.24,0.8601605033483402
01.13,01.25,0.8719072364886162
01.13,01.26,0.8677400139390155
01.13,01.30,0.7951625010809267
01.13,01.49,0.7507675457826508
01.13,01.50,0.7634520968860041
01.13,02.10,0.8504317766778373
01.13,08.11,0.7759483765789941
01.13,08.93,0.7647172340955843
01.13,10.31,0.7786052404632829
01.13,10.32,0.8048763299559041
01.13,10.39,0.880902824229153
01.13,10.41,0.8096517672957692
01.13,10.51,0.7525581318660526
01.13,10.52,0.7746931885339077
01.13,10.61,0.833202105295649
01.13,10.71,0.7694261173495172
01.13,10.72,0.7694261173495172
01.13,10.84,0.7963993093881516
01.13,10.86,0.76349522698983
01.13,10.89,0.7589583271489788
01.13,11.07,0.763028249177721
01.13,12.00,0.7711334340658158
01.14,08.93,0.7552311169865014
01.15,01.22,0.7901277564621831
01.15,01.26,0.7819461437441779
01.15,01.27,0.7524545740880995
01.15,10.32,0.7516614876226401
01.15,10.39,0.8178459578811599
01.15,10.81,0.7920024116364903
01.15,12.00,0.8800413301461456
01.15,14.12,0.8276126031679183
01.15,14.13,0.8028663276241739
01.15,14.14,0.8244635835926467
01.15,14.39,0.8243505241490139
01.15,15.11,0.7772043145824563
01.15,23.51,0.7658259955640794
01.15,23.52,0.7525883549501361
01.16,13.10,0.9438511740730922
01.19,01.13,0.8137607370027842
01.19,01.25,0.9655367773973806
01.19,02.10,0.980337665102025
01.21,01.13,0.7854784532765899
01.21,01.23,0.822707934155294
01.21,01.24,0.8046547875816188
01.21,08.11,0.7556272638556001
01.21,10.39,0.7581929912332118
01.22,01.13,0.8353256762995724
01.22,01.15,0.7901277564621831
01.22,01.23,0.8003634122864908
01.22,01.25,0.7819348771641615
01.22,01.26,0.8441799220578017
01.22,01.27,0.8002796756638718
01.22,03.11,0.7564218867570235
01.22,03.12,0.7564218867570235
01.22,10.20,0.7649250476926104
01.22,10.32,0.7994768057271634
01.22,10.39,0.892350434934323
01.22,10.73,0.7844451598008393
01.22,10.83,0.8106045374592379
01.22,10.84,0.7758372337529964
01.22,10.85,0.7844451598008393
01.22,12.00,0.8088416013181694
01.22,14.14,0.7573066588304505
01.22,14.39,0.761355215227624
01.22,24.41,0.784562140541508
01.23,01.13,0.8477130590199531
01.23,01.21,0.822707934155294
01.23,01.22,0.8003634122864908
01.23,01.24,0.760973019744059
01.23,01.25,0.7840722242199969
01.23,01.26,0.8088200593407593
01.23,08.11,0.7513858867994634
01.23,08.93,0.7537867290394518
01.23,10.39,0.8458624782415523
01.23,10.41,0.7557134950233609
01.24,01.13,0.8601605033483402
01.24,01.21,0.8046547875816188
01.24,01.23,0.760973019744059
01.24,01.25,0.8045347648121004
01.24,01.26,0.7523100945257439
01.24,01.45,0.7629068132162528
01.24,02.10,0.7594759298678301
01.24,10.39,0.8059376428662834
01.24,10.52,0.7736802350314849
01.24,10.61,0.7546784125514739
01.24,11.02,0.8003004540264376
01.24,20.41,0.7555136289190466
01.25,01.13,0.8719072364886162
01.25,01.19,0.9655367773973806
01.25,01.22,0.7819348771641615
01.25,01.23,0.7840722242199969
01.25,01.24,0.8045347648121004
01.25,01.50,0.7569101709137451
01.25,02.10,0.9705892257005484
01.25,10.32,0.7877900381985495
01.25,10.39,0.8121691555663568
01.26,01.13,0.8677400139390155
01.26,01.15,0.7819461437441779
01.26,01.22,0.8441799220578017
01.26,01.23,0.8088200593407593
01.26,01.24,0.7523100945257439
01.26,01.30,0.7885818946135215
01.26,08.93,0.7927072263448336
01.26,10.32,0.8054624575389544
01.26,10.39,0.8938987231261842
01.26,10.52,0.7734000275457049
01.26,10.61,0.7729935999417493
01.26,10.71,0.8321648489919921
01.26,10.72,0.8321648489919921
01.26,10.81,0.7633062114903317
01.26,10.84,0.8146603338662062
01.26,11.05,0.76499834135767
01.26,11.07,0.7928199876857782
01.26,12.00,0.794281443117947
01.26,14.12,0.8225673856653575
01.26,14.13,0.7945053114684335
01.26,14.14,0.8041837247442575
01.26,14.39,0.7983507611228013
01.26,15.11,0.751541107773066
01.26,17.21,0.8044114344111715
01.26,22.22,0.8021377115947035
01.26,23.51,0.8061196868708986
01.26,23.52,0.7732174727322176
01.27,01.15,0.7524545740880995
01.27,01.22,0.8002796756638718
01.27,01.28,0.7715620135503313
01.27,02.30,0.7914821130941108
01.27,10.83,0.9948174488555817
01.27,24.41,0.768867396248547
01.28,01.27,0.7715620135503313
01.28,02.30,0.7551723314465784
01.28,03.11,0.7536632435808059
01.28,03.12,0.7536632435808059
01.28,10.20,0.7777965418652673
01.28,10.83,0.773009974337419
01.28,10.84,0.8078842908732455
01.29,02.30,0.8936233026907493
01.30,01.13,0.7951625010809267
01.30,01.26,0.7885818946135215
01.30,10.39,0.7617581791459225
01.30,10.52,0.7680637162017008
01.30,32.91,0.7524864472293542
01.41,01.42,0.9992053731947692
01.41,01.49,0.7646622653940376
01.41,01.50,0.7927845829816358
01.41,02.20,0.7511722888174335
01.41,08.93,0.7622670343520923
01.41,10.13,0.8228458953021149
01.41,10.51,0.7831472138695277
01.41,10.61,0.765360335468659
01.41,10.86,0.7952466322730867
01.41,10.89,0.7569200143815642
01.41,11.05,0.7868684964162341
01.41,11.07,0.7877196892024798
01.41,16.10,0.7658063540454514
01.41,16.21,0.7906256363478463
01.41,16.22,0.7779003042309454
01.41,16.23,0.772921821058673
01.41,22.22,0.7676122474933884
01.41,23.61,0.759510225393992
01.41,25.92,0.7526619897328708
01.41,35.11,0.7932711595928963
01.42,01.41,0.9992053731947692
01.42,01.49,0.7672369682927804
01.42,01.50,0.7928587630776731
01.42,02.20,0.751957978180254
01.42,08.93,0.7659910046681141
01.42,10.13,0.8218977102606838
01.42,10.51,0.7827150466104433
01.42,10.61,0.7675731983363021
01.42,10.86,0.7967002580553286
01.42,10.89,0.7587125235646518
01.42,11.05,0.7857446814492042
01.42,11.07,0.7871886642969166
01.42,16.10,0.7656524332230803
01.42,16.21,0.788480421147267
01.42,16.22,0.7758260552517178
01.42,16.23,0.7736735527427093
01.42,22.22,0.7643737729514608
01.42,23.61,0.7600572663162306
01.42,25.92,0.7526675294013214
01.42,35.11,0.792378327996741
01.43,10.11,0.8077612296455008
01.43,10.51,0.7567938492776558
01.43,20.52,0.7673558817675763
01.43,20.59,0.7767015911441998
01.44,01.49,0.7931600521617114
01.44,03.11,0.7680696791398284
01.44,03.12,0.7680696791398284
01.44,03.21,0.9968890971724991
01.44,03.22,0.9968890971724991
01.45,01.24,0.7629068132162528
01.45,01.50,0.7601982359531113
01.46,10.11,0.762670027145804
01.47,01.49,0.8443224544153234
01.47,10.13,0.7812298567917251
01.47,10.82,0.7516185768711228
01.47,10.91,0.7617172631424007
01.47,10.92,0.7690899262859151
01.47,11.05,0.7847563154956436
01.47,20.41,0.7535500322680886
01.47,23.69,0.8003215908117931
01.47,25.21,0.7595255467668894
01.47,25.91,0.7764750562933067
01.47,25.92,0.8009306072442652
01.47,27.33,0.77799779710294
01.47,35.11,0.7555886626418493
01.47,58.13,0.7715790844331285
01.47,58.14,0.7715790844331285
