'dep_epci';'siren_epci';'nom_complet';'nj_epci2021';'fisc_epci2021';'nb_com_2021';'ptot_epci_2021';'pmun_epci_2021'
'30';243000296;'CC du Pays de Sommières';'CC';'FPU';18;24054;23669
'30';243000569;'CC Rhony, Vistre, Vidourle';'CC';'FPU';10;27536;27069
'30';243000585;'CC Beaucaire Terre d''Argence';'CC';'FPU';5;31366;31027
'30';243000593;'CC de Petite Camargue';'CC';'FPU';5;27293;26997
'30';243000643;'CA de Nîmes Métropole';'CA';'FPU';39;262108;257987
'30';243000650;'CC Terre de Camargue';'CC';'FPU';3;20609;20414
'30';243000684;'CC du Pont du Gard';'CC';'FPU';17;26449;25834
'31';200034957;'CC du Frontonnais';'CC';'FPU';10;27196;26724
'31';200066819;'CC du Volvestre';'CC';'FA';32;30769;30182
'31';200068641;'CA Le Muretain Agglo';'CA';'FPU';26;124160;121914
'31';200068807;'CC du Bassin Auterivain Haut-Garonnais';'CC';'FPU';19;32836;32314
'31';200068815;'CC Coeur de Garonne';'CC';'FPU';48;35448;34793
'31';200071298;'CC des Terres du Lauragais';'CC';'FPU';58;40876;40145
'31';200071314;'CC des Hauts-Tolosans';'CC';'FPU';29;34723;33977
'31';200072635;'CC Pyrénées Haut Garonnaises';'CC';'FPU';76;16161;15555
'31';200072643;'CC Coeur et Coteaux du Comminges';'CC';'FPU';104;45412;44164
'31';200073146;'CC Cagire Garonne Salat';'CC';'FPU';55;18255;17716
'31';243100518;'Toulouse Métropole';'METRO';'FPU';37;793243;783353
'31';243100567;'CC Lauragais Revel Sorezois';'CC';'FPU';28;22132;21523
'31';243100633;'CA du Sicoval';'CA';'FPU';36;81470;79426
'31';243100732;'CC des Coteaux du Girou';'CC';'FPU';18;21946;21474
'31';243100773;'CC Val''Aïgo';'CC';'FPU';9;17946;17638
'31';243100781;'CC de la Save au Touch';'CC';'FPU';7;41944;40998
'31';243100815;'CC des Coteaux Bellevue';'CC';'FPU';7;20707;20286
'32';200023620;'CC de la Gascogne Toulousaine';'CC';'FPU';14;22639;22069
'32';200034726;'CC Bastides de Lomagne';'CC';'FPU';41;11600;11209
'32';200035632;'CC Armagnac Adour';'CC';'FPU';24;7071;6806
'32';200035756;'CC Astarac Arros en Gascogne';'CC';'FPU';37;7474;7235
'32';200042372;'CC des Coteaux Arrats Gimone';'CC';'FPU';30;10926;10687
'32';200066926;'CA Grand Auch Coeur de Gascogne';'CA';'FPU';34;40580;38936
'32';200072320;'CC Val de Gers';'CC';'FPU';45;10697;10084
'32';243200391;'CC de la Lomagne Gersoise';'CC';'FPU';43;19921;19185
'32';243200409;'CC du Bas Armagnac';'CC';'FA';26;8922;8568
'32';243200417;'CC de la Tenarèze';'CC';'FPU';26;14949;14550
'32';243200425;'CC Coeur d''Astarac en Gascogne';'CC';'FPU';19;8125;7698
'32';243200458;'CC du Grand Armagnac';'CC';'FA';25;13509;13250
'32';243200508;'CC Bastides et Vallons du Gers';'CC';'FPU';30;7377;7116
'32';243200599;'CC du Saves';'CC';'FPU';32;9883;9583
'32';243200607;'CC Artagnan de Fezensac';'CC';'FPU';25;7159;7019
'33';200023794;'CC de Blaye';'CC';'FPU';20;20512;20052
'33';200035533;'CC du Grand Saint Emilionnais';'CC';'FPU';22;14933;14518
'33';200043974;'CC du Sud Gironde';'CC';'FPU';37;39502;38723
'33';200043982;'CC du Bazadais';'CC';'FPU';31;16299;15722
'33';200044394;'CC du Réolais en Sud Gironde';'CC';'FPU';41;24331;23860
'33';200069581;'CC Convergence Garonne';'CC';'FPU';27;33010;32553
'33';200069599;'CC rurales de l''Entre-Deux-Mers';'CC';'FPU';50;16804;16543
'33';200069995;'CC Médoc Coeur de Presqu''île';'CC';'FPU';18;30743;30210
'33';200070092;'CA du Libournais';'CA';'FPU';45;92731;91150
'33';200070720;'CC Médoc Atlantique';'CC';'FPU';14;27045;26670
'33';243300316;'Bordeaux Métropole';'METRO';'FPU';28;811377;801041
'33';243300563;'CA Bassin d''Arcachon Sud-Pôle Atlantique (COBAS)';'CA';'FPU';4;68820;67563
'33';243300811;'CC de l''Estuaire';'CC';'FPU';14;16012;15778
'33';243301165;'CC Jalle-Eau-Bourde';'CC';'FPU';3;31978;31474
'33';243301181;'CC Latitude Nord Gironde';'CC';'FPU';12;20745;20496
'33';243301215;'CC du Créonnais';'CC';'FPU';15;17803;17446
'33';243301223;'CC du Grand Cubzaguais';'CC';'FPU';16;36106;35610
'33';243301249;'CC du Secteur de Saint-Loubès';'CC';'FPU';6;27867;27520
'33';243301264;'CC de Montesquieu';'CC';'FPU';13;45311;44283
'33';243301355;'CC des Coteaux Bordelais';'CC';'FPU';8;20329;20074
'33';243301371;'CC du Pays Foyen';'CC';'FPU';20;16969;16654
'33';243301389;'CC Médullienne';'CC';'FPU';10;21806;21512
'33';243301397;'CC du Fronsadais';'CC';'FPU';18;17395;17099
'33';243301405;'CC du Val de l''Eyre';'CC';'FPU';5;20713;20363
'33';243301439;'CC des Portes de l''Entre-Deux-Mers';'CC';'FPU';11;21828;21347
'33';243301447;'CC Médoc Estuaire';'CC';'FPU';10;29249;28899
'33';243301454;'CC Castillon/Pujols';'CC';'FPU';31;19361;19072
'33';243301504;'CA du Bassin d''Arcachon Nord';'CA';'FPU';8;69578;68432
'34';200017341;'CC Lodévois et Larzac';'CC';'FPU';28;15112;14702
'34';200022986;'CC du Grand Pic Saint-Loup';'CC';'FPU';36;50006;48811
'34';200042646;'CC Grand Orb communauté de communes en Languedoc';'CC';'FPU';24;20671;20176
'34';200042653;'CC Sud-Hérault';'CC';'FPU';17;18138;17810
'34';200066348;'CC du Minervois au Caroux';'CC';'FPU';36;15074;14630
'34';200066355;'CA Sète Agglopôle Méditerranée';'CA';'FPU';14;126970;125325
'34';200071058;'CC Les Avant-Monts';'CC';'FPU';25;27610;27144
'34';243400017;'Montpellier Méditerranée Métropole';'METRO';'FPU';31;487519;481276
'34';243400355;'CC du Clermontais';'CC';'FPU';21;28429;27932
'34';243400470;'CA du Pays de l''Or';'CA';'FPU';8;45038;44542
'34';243400488;'CC la Domitienne';'CC';'FPU';8;28768;28235
'34';243400520;'CC du Pays de Lunel';'CC';'FPU';14;51123;50496
'34';243400694;'CC Vallée de l''Hérault';'CC';'FPU';28;40201;39499
'34';243400736;'CC des Cévennes Gangeoises et Suménoises';'CC';'FPU';13;13477;13160
'34';243400769;'CA de Béziers-Méditerranée';'CA';'FPU';17;127755;125648
'34';243400819;'CA Hérault-Méditerranée';'CA';'FPU';20;81117;79636
'35';200038990;'CC de Saint-Méen Montauban';'CC';'FPU';17;27177;26473
'35';200039022;'CA Vitré Communauté';'CA';'FPU';46;83336;81205
'35';200043990;'CC Vallons de Haute-Bretagne Communauté';'CC';'FPU';18;44804;43861
'35';200070662;'CC Bretagne Porte de Loire Communauté';'CC';'FPU';20;32760;32157
'35';200070670;'CC du Pays de Dol et de la Baie du Mont Saint-Michel';'CC';'FPU';19;24140;23533
'35';200070688;'CC Couesnon Marches de Bretagne';'CC';'FPU';15;22415;21997
'35';200072452;'CA Fougères Agglomération';'CA';'FPU';29;57137;55740
'35';243500139;'Rennes Métropole';'METRO';'FPU';43;461166;451762
'35';243500550;'CC Montfort Communauté';'CC';'FPU';8;26355;25830
'35';243500618;'CC de Brocéliande';'CC';'FPU';8;18930;18588
'35';243500634;'CC Roche aux Fées Communauté';'CC';'FPU';16;27022;26460
'35';243500659;'CC Pays de Châteaugiron Communauté';'CC';'FPU';5;27118;26507
'35';243500667;'CC Val d''Ille-Aubigné';'CC';'FPU';19;37562;36885
'35';243500725;'CC Côte d''Emeraude';'CC';'FPU';9;32338;31274
'35';243500733;'CC Bretagne Romantique';'CC';'FPU';25;36192;35366
'35';243500741;'CA Redon Agglomération';'CA';'FPU';31;68712;66478
'35';243500774;'CC Liffré-Cormier Communauté';'CC';'FPU';9;26826;26236
'35';243500782;'CA du Pays de Saint Malo Agglomération';'CA';'FPU';18;86158;83853
'36';200007052;'CC de la Marche Berrichonne';'CC';'FA';9;5760;5663
'36';200018521;'CC du Val de Bouzanne';'CC';'FA';12;6106;5996
'36';200035137;'CC Marche Occitane - Val d''Anglin';'CC';'FPU';17;6821;6677
'36';200035848;'CC du Châtillonnais en Berry';'CC';'FPU';10;6082;5821
'36';200040558;'CC Ecueillé-Valençay';'CC';'FPU';18;11366;11078
'36';200068872;'CC Eguzon - Argenton - Vallée de la Creuse';'CC';'FPU';21;20161;19684
'36';200068880;'CC Champagne Boischauts';'CC';'FPU';30;10066;9870
'36';243600202;'CC Chabris - Pays de Bazelle';'CC';'FPU';10;6320;6223
'36';243600236;'CC du Pays d''Issoudun';'CC';'FA';12;20287;19822
'36';243600293;'CC de la Région de Levroux';'CC';'FA';10;6433;6345
'36';243600301;'CC Val de l''Indre - Brenne';'CC';'FPU';12;13830;13590
'36';243600319;'CC Brenne - Val de Creuse';'CC';'FPU';28;18394;17918
'36';243600327;'CA Châteauroux Métropole';'CA';'FPU';14;75357;72983
'36';243600343;'CC Coeur de Brenne';'CC';'FPU';11;4817;4715
'36';243600350;'CC de la Châtre et Sainte-Sévère';'CC';'FPU';30;16744;16365
'37';200043065;'CC du Val d Amboise';'CC';'FPU';14;28524;27851
'37';200043081;'CC Chinon, Vienne et Loire';'CC';'FPU';19;24139;23447
'37';200071587;'CC Loches Sud Touraine';'CC';'FPU';67;52815;51376
'37';200072650;'CC Touraine Vallée de l''Indre';'CC';'FPU';22;53925;52983
'37';200072668;'CC Touraine Val de Vienne';'CC';'FPU';40;25497;25101
'37';200072981;'CC Touraine Ouest Val de Loire';'CC';'FPU';28;33815;33294
'37';200073161;'CC Touraine-Est Vallées';'CC';'FPU';10;40391;39771
'37';200073237;'CC de Gâtine et Choisilles - Pays de Racan';'CC';'FPU';19;21996;21596
'37';243700499;'CC du Castelrenaudais';'CC';'FPU';16;17006;16665
'37';243700754;'Tours Métropole Val de Loire';'METRO';'FPU';22;300045;294220
'37';243700820;'CC de Bléré Val de Cher';'CC';'FPU';15;21861;21456
'38';200018166;'CC Le Grésivaudan';'CC';'FPU';43;104924;101729
'38';200030658;'CC du Trièves';'CC';'FPU';27;10373;10103
'38';200040111;'CC Coeur de Chartreuse';'CC';'FPU';17;17397;17045
'38';200040657;'CC de la Matheysine';'CC';'FPU';43;19485;18956
'38';200040715;'Grenoble-Alpes-Métropole';'METRO';'FPU';49;451107;445059
'38';200059392;'CC Bièvre Isère';'CC';'FPU';50;56029;54727
'38';200068542;'CC Les Balcons du Dauphiné';'CC';'FPU';47;78322;76630
'38';200068567;'CC Les Vals du Dauphiné';'CC';'FPU';36;64466;62888
'38';200070431;'CC Saint-Marcellin Vercors Isère Communauté';'CC';'FPU';47;45414;44327
'38';200077014;'CA Vienne Condrieu';'CA';'FPU';30;91896;90357
'38';200085751;'CC Entre Bièvre et Rhône';'CC';'FPU';37;69138;67971
'38';243800604;'CA Porte de l''Isère (CAPI)';'CA';'FPU';22;109455;107395
'38';243800745;'CC de l''Oisans';'CC';'FA';19;10893;10662
'38';243800935;'CC Lyon-Saint-Exupéry en Dauphiné';'CC';'FA';6;28919;28608
'38';243800984;'CA du Pays Voironnais';'CA';'FPU';31;96149;93573
'38';243801024;'CC du Massif du Vercors';'CC';'FPU';6;12357;11839
'38';243801073;'CC de Bièvre Est';'CC';'FPU';14;22706;22261
'38';243801255;'CC des Collines du Nord Dauphiné';'CC';'FPU';10;25138;24695
'39';200010650;'CA du Grand Dole';'CA';'FPU';47;56276;54595
'39';200026573;'CC Haut-Jura Saint-Claude';'CC';'FPU';22;20917;20262
'39';200069615;'CC Bresse Haute Seille';'CC';'FPU';54;19452;19010
'39';200069623;'CC Champagnole Nozeroy Jura';'CC';'FPU';66;23562;22675
'39';200071116;'CA ECLA  (Espace Communautaire Lons Agglomération)';'CA';'FPU';32;35998;34317
'39';200071595;'CC Arbois, Poligny, Salins, Coeur du Jura';'CC';'FPU';66;22889;21840
'39';200072056;'CC Porte du Jura';'CC';'FPU';22;10838;10556
'39';200090579;'CC Terre d?Emeraude Communauté';'CC';'FPU';92;25666;24791
'39';243900354;'CC de la Station des Rousses-Haut Jura';'CC';'FA';4;7286;7115
'39';243900420;'CC du Val d''Amour';'CC';'FPU';24;9563;9084
'39';243900479;'CC du Haut-Jura (ARCADE)';'CC';'FPU';4;9690;9276
'39';243900560;'CC Jura Nord';'CC';'FPU';32;11875;11659
'39';243900610;'CC la Grandvallière';'CC';'FA';8;5534;5385
'39';243901089;'CC de la Plaine Jurassienne';'CC';'FPU';21;9328;9181
'40';200030435;'CC d''Aire-sur-l''Adour';'CC';'FPU';22;13595;12846
'40';200035541;'CC des Landes d''Armagnac';'CC';'FPU';27;11205;10804
'40';200069417;'CC Pays d''Orthe et Arrigans';'CC';'FPU';24;24443;23776
'40';200069631;'CC Terres de Chalosse';'CC';'FPU';34;18646;18130
'40';200069649;'CC Chalosse Tursan';'CC';'FPU';50;26648;26045
'40';200069656;'CC Coeur Haute Lande';'CC';'FA';26;16074;15679
'40';244000543;'CC de Mimizan';'CC';'FPU';6;12654;12390
'40';244000659;'CC du Seignanx';'CC';'FPU';8;28239;27605
'40';244000675;'CA du Grand Dax';'CA';'FPU';20;57554;55332
'40';244000691;'CC du Pays Morcenais';'CC';'FPU';6;9597;9379
'40';244000766;'CC du Pays Tarusate';'CC';'FPU';17;18023;17688
'40';244000774;'CC du Pays de Villeneuve en Armagnac Landais';'CC';'FPU';12;6411;6277
'40';244000808;'CA Mont de Marsan Agglomération';'CA';'FPU';18;55659;53516
'40';244000824;'CC du Pays Grenadois';'CC';'FPU';11;7884;7659
'40';244000857;'CC Côte Landes Nature';'CC';'FPU';10;12196;11946
'40';244000865;'CC Maremne Adour Côte Sud';'CC';'FPU';23;68642;66974
'40';244000873;'CC des Grands Lacs';'CC';'FPU';7;30428;29709
'40';244000881;'CC Coteaux et Vallées des Luys';'CC';'FPU';16;7795;7610
'41';200000800;'CC Coeur de Sologne';'CC';'FPU';6;10719;10548
'41';200018406;'CC du Romorantinais et du Monestois';'CC';'FPU';16;34312;33569
'41';200030385;'CA de Blois ''''Agglopolys''''';'CA';'FPU';43;108453;105286
'41';200040772;'CC du Perche et Haut Vendômois';'CC';'FPU';23;9371;9220
'41';200055481;'CC Beauce Val de Loire';'CC';'FPU';30;20145;19756
'41';200072064;'CC Val-de-Cher-Controis';'CC';'FPU';33;48636;47582
'41';200072072;'CA Territoires Vendômois';'CA';'FPU';65;55237;53337
'41';244100293;'CC des Collines du Perche';'CC';'FPU';12;6190;6042
'41';244100780;'CC de la Sologne des Etangs';'CC';'FPU';12;8819;8680
'41';244100798;'CC du Grand Chambord';'CC';'FPU';16;21110;20692
'41';244100806;'CC de la Sologne des Rivières';'CC';'FPU';7;10892;10681
'42';200035202;'CC Charlieu-Belmont';'CC';'FPU';25;24240;23382
'42';200035731;'CA Roannais Agglomération';'CA';'FPU';40;102881;100288
'42';200065886;'CA Loire Forez Agglomération (LFA)';'CA';'FPU';87;112757;109787
'42';200065894;'CC de Forez-Est';'CC';'FPU';42;65006;63673
'42';244200614;'CC des Vals d''Aix et Isable';'CC';'FPU';12;6101;5946
'42';244200622;'CC des Monts du Pilat';'CC';'FPU';16;15636;15237
'42';244200630;'CC du Pays Entre Loire et Rhône';'CC';'FPU';16;14189;13916
'42';244200770;'Saint-Etienne Métropole';'METRO';'FPU';53;409771;404607
'42';244200820;'CC du Pays d''Urfé';'CC';'FA';11;5331;5209
'42';244200895;'CC du Pilat Rhodanien';'CC';'FPU';14;17256;16792
'43';200073393;'CC des Rives du Haut Allier';'CC';'FPU';60;17340;16837
'43';200073401;'CC Mézenc-Loire-Meygal';'CC';'FPU';22;11443;11171
'43';200073419;'CA du Puy-en-Velay';'CA';'FPU';72;85419;82673
'43';200073427;'CC Marches du Velay-Rochebaron';'CC';'FPU';14;31588;30704
'43';200085728;'CC Brioude Sud Auvergne';'CC';'FPU';27;17678;16866
'43';244300307;'CC du Pays de Montfaucon';'CC';'FPU';8;8281;8112
'43';244301016;'CC des Sucs';'CC';'FPU';9;18751;18043
'43';244301099;'CC Auzon Communauté';'CC';'FPU';12;9543;9338
'43';244301107;'CC du Haut Lignon';'CC';'FPU';6;8260;8106
'43';244301123;'CC des Pays de Cayres et de Pradelles';'CC';'FPU';20;5332;5196
'43';244301131;'CC Loire et Semène';'CC';'FPU';7;20799;20506
'44';200000438;'CC du Pays de Pontchâteau St-Gildas-des-Bois';'CC';'FPU';9;36062;35445
'44';200067346;'CA Pornic Agglo Pays de Retz';'CA';'FPU';15;64757;63534
'44';200067635;'CA Clisson Sèvre et Maine Agglo';'CA';'FPU';16;57125;55455
'44';200067866;'CC Sèvre et Loire';'CC';'FPU';11;48841;47805
'44';200071546;'CC Sud Retz Atlantique';'CC';'FPU';8;25290;24771
'44';200072726;'CC Châteaubriant-Derval';'CC';'FPU';26;45963;44421
'44';200072734;'CC Estuaire et Sillon';'CC';'FPU';11;39770;39055
'44';244400404;'Nantes Métropole';'METRO';'FPU';24;668162;656275
'44';244400438;'CC de Grand Lieu';'CC';'FPU';9;40214;39540
'44';244400453;'CC de la Région de Blain';'CC';'FPU';4;16596;16319
'44';244400503;'CC d''Erdre et Gesvres';'CC';'FPU';12;64539;63280
'44';244400537;'CC de Nozay';'CC';'FPU';7;16222;15967
'44';244400552;'CC du Pays d''Ancenis';'CC';'FPU';20;68998;67534
'44';244400586;'CC du Sud Estuaire';'CC';'FPU';6;30907;30177
'44';244400610;'CA de la Presqu''île de Guérande Atlantique (CAP ATLANTIQUE)';'CA';'FPU';15;76618;74669
'44';244400644;'CA de la Région Nazairienne et de l''Estuaire (CARENE)';'CA';'FPU';10;128585;125883
'45';200005932;'CC des Portes de Sologne';'CC';'FPU';7;15742;15402
'45';200035764;'CC de la Beauce Loirétaine';'CC';'FPU';23;17085;16797
'45';200066280;'CC du Pithiverais';'CC';'FPU';31;29830;29209
'45';200067668;'CC de la Cléry, du Betz et de l''Ouanne';'CC';'FPU';23;20511;20191
'45';200067676;'CC Canaux et Forêts en Gâtinais';'CC';'FPU';38;28128;27555
'45';200068278;'CC Berry Loire Puisaye';'CC';'FPU';20;18347;18040
'45';200070100;'CC du Val de Sully';'CC';'FPU';19;25112;24609
'45';200070183;'CC des Terres du Val de Loire';'CC';'FPU';25;49786;48768
'45';200071850;'CC du Pithiverais-Gâtinais';'CC';'FPU';32;26641;26044
'45';244500203;'CA Montargoise et Rives du Loing (AME)';'CA';'FPU';15;64316;62240
'45';244500211;'CC Giennoises';'CC';'FPU';11;25131;24472
'45';244500419;'CC des Quatre Vallées';'CC';'FPU';19;17594;17282
'45';244500427;'CC des Loges';'CC';'FPU';20;43217;42425
'45';244500468;'Orléans Métropole';'METRO';'FPU';22;292874;287019
'45';244500484;'CC de la Forêt';'CC';'FPU';10;17347;17014
'45';244500542;'CC de la Plaine du Nord Loiret';'CC';'FPU';15;7027;6890
'46';200023737;'CA du Grand Cahors';'CA';'FPU';36;43145;41607
'46';200035327;'CC Cazals-Salviac';'CC';'FA';15;5469;5357
'46';200039519;'CC du Quercy Blanc';'CC';'FA';10;7919;7733
'46';200066371;'CC Causses et Vallée de la Dordogne';'CC';'FPU';77;46713;45207
'46';200067361;'CC Grand-Figeac';'CC';'FPU';92;45177;43563
'46';244600433;'CC de la Vallée du Lot et du Vignoble';'CC';'FPU';27;14829;14520
'46';244600482;'CC Quercy - Bouriane';'CC';'FPU';20;10375;10085
'46';244600532;'CC du Pays de Lalbenque-Limogne';'CC';'FA';23;8618;8414
'46';244600573;'CC du Causse de Labastide Murat';'CC';'FA';17;3987;3912
'47';200023307;'CA du Grand Villeneuvois';'CA';'FPU';19;49014;47719
'47';200030674;'CA Val de Garonne Agglomération';'CA';'FPU';43;61876;60213
'47';200035459;'CA d''Agen';'CA';'FPU';31;98661;96339
'47';200036523;'CC des Bastides en Haut Agenais Périgord';'CC';'FPU';43;17413;17048
'47';200036572;'CC Porte d''Aquitaine en Pays de Serres';'CC';'FA';13;5324;5244
'47';200068922;'CC du Confluent et des Coteaux de Prayssas';'CC';'FA';29;18810;18341
'47';200068930;'CC Fumel Vallée du Lot';'CC';'FPU';27;25011;24477
'47';200068948;'CC Albret Communauté';'CC';'FPU';33;27153;26189
'47';244700449;'CC du Pays de Duras';'CC';'FA';17;5833;5731
'47';244700464;'CC du Pays de Lauzun';'CC';'FA';20;10707;10412
'47';244701355;'CC des Coteaux et Landes de Gascogne';'CC';'FPU';27;12600;12415
'47';244701405;'CC Lot et Tolzac';'CC';'FA';15;7419;7318
'48';200006930;'CC du Haut Allier';'CC';'FPU';10;5440;5186
'48';200069102;'CC Randon - Margeride';'CC';'FPU';15;5457;5312
'48';200069128;'CC Mont Lozère';'CC';'FPU';21;5719;5507
'48';200069136;'CC des Cévennes au Mont Lozère';'CC';'FPU';19;5261;5044
'48';200069144;'CC des Hautes Terres de l''Aubrac';'CC';'FPU';17;5272;5086
'48';200069151;'CC Gorges Causses Cévennes';'CC';'FPU';17;7270;6968
'48';200069185;'CC des Terres d''Apcher-Margeride-Aubrac';'CC';'FPU';20;11419;10644
'48';200069268;'CC Aubrac Lot Causses Tarn';'CC';'FA';15;8233;7968
'48';244800405;'CC Coeur de Lozère';'CC';'FPU';7;16443;15511
'48';244800470;'CC du Gévaudan';'CC';'FPU';12;10071;9653
'49';200060010;'CA Mauges Communauté';'CA';'FPU';6;122820;119881
'49';200068955;'CC Anjou Loir et Sarthe';'CC';'FPU';17;28323;27873
'49';200071553;'CC Loire Layon Aubance';'CC';'FPU';19;57598;56389
'49';200071678;'CA Agglomération du Choletais';'CA';'FPU';26;107483;104382
'49';200071868;'CC des Vallées du Haut-Anjou';'CC';'FPU';16;36972;36259
'49';200071876;'CA Saumur Val de Loire';'CA';'FPU';45;101902;99236
'49';244900015;'CU Angers Loire Métropole';'CU';'FPU';29;306258;299476
'49';244900809;'CC Anjou Bleu Communauté';'CC';'FPU';11;35780;34506
'49';244900882;'CC Baugeois Vallée';'CC';'FPU';7;36018;35237
'50';200042604;'CC de Granville, Terre et Mer';'CC';'FPU';32;45855;44276
'50';200042729;'CC de la Baie du Cotentin';'CC';'FPU';23;23444;23039
'50';200043354;'CC de Villedieu Intercom';'CC';'FPU';27;16005;15669
'50';200066389;'CA Saint-Lô Agglo';'CA';'FPU';61;78784;75972
'50';200067023;'CC Coutances Mer et Bocage';'CC';'FPU';49;50047;47841
'50';200067031;'CC Côte Ouest Centre Manche';'CC';'FPU';30;22375;21929
'50';200067205;'CA du Cotentin';'CA';'FPU';129;184477;179484
'50';200069425;'CA Mont-Saint-Michel-Normandie';'CA';'FPU';95;90996;87773
'51';200034718;'CC de Vitry, Champagne et Der';'CC';'FPU';35;24583;24070
'51';200042620;'CC de la Région de Suippes';'CC';'FPU';16;7990;7712
'51';200042703;'CC de l''Argonne Champenoise';'CC';'FPU';60;12291;11969
'51';200042992;'CC Perthois-Bocage et Der';'CC';'FA';25;5745;5663
'51';200043438;'CC de la Moivre à la Coole';'CC';'FA';28;10030;9499
'51';200066835;'CC de Sézanne-Sud Ouest Marnais';'CC';'FA';62;21808;21360
'51';200066850;'CC des Paysages de la Champagne';'CC';'FA';53;21578;21104
'51';200066876;'CA de Châlons-en-Champagne';'CA';'FPU';46;81498;79518
'51';200067213;'CU du Grand Reims';'CU';'FPU';143;300906;295926
'51';200067379;'CC Côtes de Champagne et Val de Saulx';'CC';'FPU';40;11933;11716
'51';200067684;'CA Epernay, Coteaux et Plaine de Champagne';'CA';'FPU';47;48646;47446
'51';245100615;'CC de la Grande Vallée de la Marne';'CC';'FPU';14;15000;14696
'51';245100888;'CC de la Brie Champenoise';'CC';'FA';20;7704;7569
'51';245100979;'CC du Sud Marnais';'CC';'FA';14;6024;5885
'52';200027308;'CC d''Auberive Vingeanne et Montsaugeonnais';'CC';'FA';51;8497;8330
'52';200044253;'CC du Bassin de Joinville en Champagne';'CC';'FPU';59;12811;12523
'52';200068658;'CA de Chaumont';'CA';'FPU';63;46597;44753
'52';200068666;'CA de Saint-Dizier Der et Blaise';'CA';'FPU';60;58350;57096
'52';200069664;'CC Meuse Rognon';'CC';'FA';59;11090;10832
'52';200070332;'CC des Savoir-Faire';'CC';'FPU';63;15707;15309
'52';200072999;'CC du Grand Langres';'CC';'FPU';54;21628;20920
'52';245200597;'CC des Trois Forêts';'CC';'FA';29;7662;7529
'53';200033298;'CC des Coëvrons';'CC';'FPU';29;27784;27189
'53';200042182;'CC du Mont des Avaloirs';'CC';'FPU';26;16409;16022
'53';200048551;'CC du Pays de Craon';'CC';'FPU';37;29504;28752
'53';200055887;'CC Mayenne Communauté';'CC';'FPU';33;38003;36727
'53';200083392;'CA Laval Agglomération';'CA';'FPU';34;118245;113854
'53';245300223;'CC du Pays de Meslay-Grez';'CC';'FPU';22;14179;13880
'53';245300355;'CC de l''Ernée';'CC';'FPU';15;21285;20880
'53';245300389;'CC du Bocage Mayennais';'CC';'FPU';27;19212;18792
'53';245300447;'CC du Pays de Château-Gontier';'CC';'FPU';16;31229;30256
'54';200035772;'CC du Pays du Saintois';'CC';'FA';55;14592;14370
'54';200041515;'CC du Bassin de Pont-à-Mousson';'CC';'FPU';31;40998;40477
'54';200043693;'CC Terre Lorraine du Longuyonnais';'CC';'FA';27;15648;15397
'54';200067643;'CC Meurthe Mortagne Moselle';'CC';'FA';37;17012;16769
'54';200069433;'CC de Vezouze en Piémont';'CC';'FA';51;11967;11743
'54';200070290;'CC Coeur du Pays Haut';'CC';'FPU';25;23704;23259
'54';200070324;'CC du Territoire de Lunéville à Baccarat';'CC';'FPU';43;41890;41143
'54';200070563;'CC Terres Touloises';'CC';'FPU';41;45067;44276
'54';200070589;'CC de Seille et Grand Couronné';'CC';'FPU';42;19002;18746
'54';200070738;'CC Mad et Moselle';'CC';'FPU';48;20306;20000
'54';200070845;'CC Orne Lorraine Confluences';'CC';'FPU';41;53988;53076
'54';245400171;'CC Moselle et Madon';'CC';'FPU';19;28966;28560
'54';245400189;'CC des Pays du Sel et du Vermois';'CC';'FA';16;29473;29058
'54';245400262;'CA de Longwy';'CA';'FPU';21;63191;62095
'54';245400510;'CC du Pays de Colombey et du Sud Toulois';'CC';'FPU';38;11583;11392
'54';245400601;'CC du Bassin de Pompey';'CC';'FPU';13;40819;40353
'54';245400676;'Métropole du Grand Nancy';'METRO';'FPU';20;261638;257431
'54';245400759;'CC du Pays du Sanon';'CC';'FA';28;6010;5926
'55';200033025;'CA de Bar-le-Duc - Sud Meuse';'CA';'FPU';33;35607;34458
'55';200034874;'CC Côtes de Meuse Woëvre';'CC';'FA';25;6166;5986
'55';200049187;'CA du Grand Verdun';'CA';'FPU';25;28978;27727
'55';200066108;'CC des Portes de Meuse';'CC';'FPU';51;16972;16555
'55';200066116;'CC Argonne-Meuse';'CC';'FA';38;7258;7106
'55';200066132;'CC du Pays de Stenay et du Val Dunois';'CC';'FPU';41;9991;9663
'55';200066140;'CC de l''Aire à l''Argonne';'CC';'FA';47;6661;6496
'55';200066157;'CC de Commercy - Void - Vaucouleurs';'CC';'FA';54;22874;22271
'55';200066165;'CC Val de Meuse - Voie Sacrée';'CC';'FPU';25;9294;9121
'55';200066173;'CC de Damvillers Spincourt';'CC';'FPU';41;8444;8242
'55';245500327;'CC du Sammiellois';'CC';'FA';19;8723;8555
'55';245501176;'CC du Territoire de Fresnes en Woëvre';'CC';'FA';32;4907;4797
'55';245501184;'CC du Pays de Revigny sur Ornain';'CC';'FPU';16;7374;7206
'55';245501242;'CC du Pays d''Etain';'CC';'FA';26;7767;7625
'55';245501259;'CC du Pays de Montmédy';'CC';'FA';25;7236;7036
'56';200027027;'CC Arc Sud Bretagne';'CC';'FPU';12;28299;27767
