10126,6105,6205,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.7777780000
10127,6203,6103,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.5111110000
10128,6103,6203,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.5111110000
10129,6204,6104,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.6750000000
10130,6205,6105,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.7777780000
10131,6104,6204,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.6750000000
10132,5203,5201,2020-08-31 07:26:01.628888,2020-08-31 07:26:01.628888,,0,0.5600000000
10133,7211,7212,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.5217390000
10134,6106,6206,2020-08-31 07:26:28.199349,2020-08-31 07:26:28.199349,,0,0.8333330000
10135,5506,5503,2020-08-31 07:26:11.033913,2020-08-31 07:26:11.033913,,0,0.5238100000
10136,5201,5203,2020-08-31 07:25:59.546929,2020-08-31 07:25:59.546929,,0,0.5600000000
10137,7212,7211,2020-08-31 07:27:16.524481,2020-08-31 07:27:16.524481,,0,0.5217390000
10138,6111,6209,2020-08-31 07:26:28.199349,2020-08-31 07:26:28.199349,,0,0.7666670000
10139,6209,6111,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.7666670000
10140,6216,6116,2020-08-31 07:26:36.050015,2020-08-31 07:26:36.050015,,0,0.5333330000
10141,6206,6106,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.8333330000
10142,6116,6216,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.5333330000
10143,5503,5506,2020-08-31 07:26:08.479863,2020-08-31 07:26:08.479863,,0,0.5238100000
10144,6202,6102,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.6363640000
10145,6102,6202,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.6363640000
10146,6208,6108,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.6279070000
10147,6108,6208,2020-08-31 07:26:28.199349,2020-08-31 07:26:28.199349,,0,0.6279070000
10148,6207,6107,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.6666670000
10149,6107,6207,2020-08-31 07:26:28.199349,2020-08-31 07:26:28.199349,,0,0.6666670000
10150,2911,2914,2020-08-31 07:25:02.947129,2020-08-31 07:25:02.947129,,0,0.5625000000
10151,2914,2911,2020-08-31 07:25:04.236798,2020-08-31 07:25:04.236798,,0,0.5625000000
10152,4702,4704,2020-08-31 07:25:44.862686,2020-08-31 07:25:44.862686,,0,0.5625000000
10153,4704,4702,2020-08-31 07:25:44.862686,2020-08-31 07:25:44.862686,,0,0.5625000000
10154,6101,6201,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.5937500000
10155,6201,6101,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.5937500000
10156,1511,1513,2020-08-31 07:24:35.570306,2020-08-31 07:24:35.570306,,0,0.6470590000
10157,1513,1511,2020-08-31 07:24:35.570306,2020-08-31 07:24:35.570306,,0,0.6470590000
10158,2915,2916,2020-08-31 07:25:04.236798,2020-08-31 07:25:04.236798,,0,0.5625000000
10159,2916,2915,2020-08-31 07:25:04.236798,2020-08-31 07:25:04.236798,,0,0.5625000000
10160,7210,7209,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.5217390000
10161,7209,7210,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.5217390000
10162,5208,5209,2020-08-31 07:26:01.628888,2020-08-31 07:26:01.628888,,0,0.7083330000
10163,5209,5208,2020-08-31 07:26:01.628888,2020-08-31 07:26:01.628888,,0,0.7083330000
10164,6102,6101,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.8484850000
10165,6101,6102,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.8484850000
10166,7212,7210,2020-08-31 07:27:16.524481,2020-08-31 07:27:16.524481,,0,0.6086960000
10167,7210,7212,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.6086960000
10168,7209,7208,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.5357140000
10169,7208,7209,2020-08-31 07:27:13.652689,2020-08-31 07:27:13.652689,,0,0.5357140000
10170,7114,7113,2020-08-31 07:27:10.579315,2020-08-31 07:27:10.579315,,0,0.5333330000
10171,7113,7114,2020-08-31 07:27:07.791065,2020-08-31 07:27:07.791065,,0,0.5333330000
10172,6202,6101,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.5937500000
10173,6101,6202,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.5937500000
10174,6201,6102,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.6363640000
10175,6102,6201,2020-08-31 07:26:25.781793,2020-08-31 07:26:25.781793,,0,0.6363640000
10176,3209,3208,2020-08-31 07:25:12.311471,2020-08-31 07:25:12.311471,,0,0.7428570000
10177,3208,3209,2020-08-31 07:25:10.901013,2020-08-31 07:25:10.901013,,0,0.7428570000
10178,6202,6201,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.6785710000
10179,6201,6202,2020-08-31 07:26:30.837957,2020-08-31 07:26:30.837957,,0,0.6785710000
10180,5509,5510,2020-08-31 07:26:11.033913,2020-08-31 07:26:11.033913,,0,0.6363640000
10181,5510,5509,2020-08-31 07:26:11.033913,2020-08-31 07:26:11.033913,,0,0.6363640000
10182,4704,4703,2020-08-31 07:25:44.862686,2020-08-31 07:25:44.862686,,0,0.6250000000
10183,4703,4704,2020-08-31 07:25:44.862686,2020-08-31 07:25:44.862686,,0,0.6250000000
10184,6912,6911,2020-08-31 07:26:56.117156,2020-08-31 07:26:56.117156,,0,0.5294120000
10185,6911,6912,2020-08-31 07:26:56.117156,2020-08-31 07:26:56.117156,,0,0.5294120000
10186,7310,7309,2020-08-31 07:27:25.435088,2020-08-31 07:27:25.435088,,0,0.5945950000
10187,7309,7310,2020-08-31 07:27:25.435088,2020-08-31 07:27:25.435088,,0,0.5945950000
10188,7226,7225,2020-08-31 07:27:19.353914,2020-08-31 07:27:19.353914,,0,0.5714290000
10189,7225,7226,2020-08-31 07:27:19.353914,2020-08-31 07:27:19.353914,,0,0.5714290000
10190,7219,7225,2020-08-31 07:27:16.524481,2020-08-31 07:27:16.524481,,0,0.5714290000
10191,7225,7219,2020-08-31 07:27:19.353914,2020-08-31 07:27:19.353914,,0,0.5714290000
10192,7220,7219,2020-08-31 07:27:19.353914,2020-08-31 07:27:19.353914,,0,0.7142860000
10193,7219,7220,2020-08-31 07:27:16.524481,2020-08-31 07:27:16.524481,,0,0.7142860000
10194,6208,6207,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.7333330000
10195,6207,6208,2020-08-31 07:26:33.493031,2020-08-31 07:26:33.493031,,0,0.7333330000
10196,4105,4106,2020-08-31 07:25:33.334726,2020-08-31 07:25:33.334726,,0,0.6153850000
10197,4106,4105,2020-08-31 07:25:33.334726,2020-08-31 07:25:33.334726,,0,0.6153850000
10198,3901,3902,2020-08-31 07:25:23.225424,2020-08-31 07:25:23.225424,,0,0.5600000000
10199,3902,3901,2020-08-31 07:25:24.88425,2020-08-31 07:25:24.88425,,0,0.5600000000
10200,5401,5508,2020-08-31 07:26:06.196283,2020-08-31 07:26:06.196283,,0,0.6000000000
10201,5508,5401,2020-08-31 07:26:11.033913,2020-08-31 07:26:11.033913,,0,0.6000000000
