2019;265162;C26E;90248011;265734;819457
2019;102025;C10B;16041600;2804319;13244587
2019;282310;C28A;84702100;497562;1149495
2020;110211;C11Z;22041096;13916499;3093018
2019;241033;C24A;72192290;193137;459135
2019;259912;C25E;82100000;9536644;7151942
2019;151110;C15Z;43023025;185937;16462
2020;103922;C10C;20079993;2371378;559057
2019;151110;C15Z;43021975;82871;79807
2019;232014;C23B;69031000;2112045;1094173
2020;101210;C10A;02071330;2339383;21373072
2019;011333;A01Z;07093000;2399059;19917620
2020;201423;C20A;29054900;40362799;3247190
2019;222926;C22B;39264000;13519739;56102873
2019;265211;C26E;91019100;3164697;1728549
2020;284124;C28C;84614079;17278;0
2020;103929;C10C;08042090;2136024;19609224
2020;284124;C28C;84613090;33996;22553
2019;212013;C21Z;30034900;119161;0
2019;289221;C28D;84291900;407029;939738
2020;265221;C26E;91109000;104381;38199
2020;279082;C27B;85339000;5246063;6956060
2020;259316;C25E;73202085;1656970;3063047
2019;141321;C14Z;62011900;1768323;3921243
2020;030021;A03Z;03025940;188982;4118037
2020;131050;C13Z;51062091;33058;5199
2020;201324;C20A;28111910;3474768;2766971
2019;282939;C28A;84238125;123464;6473129
2020;132041;C13Z;58013100;62343;26215
2020;257115;C25E;93070000;1679456;2125133
2020;205911;C20C;37025500;1778;261483
2020;241071;C24A;72163110;6240464;21379100
2019;281313;C28A;84136080;21033610;18540841
2019;161012;C16Z;44079599;2345024;136632
2019;151131;C15Z;41041110;2356;292758
2019;201362;C20A;28402010;1469;3489
2019;293230;C29B;87087010;21232533;40076741
2020;110711;C11Z;22019000;52087326;7761526
2020;283023;C28B;87019390;1127783;652876
2019;231925;C23A;85461000;1254006;2628123
2019;030041;A03Z;03071110;3706287;732046
2020;201431;C20A;38231930;674827;12999385
2019;279041;C27B;85044090;160272661;272467805
2019;264033;C26D;85211020;33297;165018
2019;257111;C25E;82119300;9418643;12641431
2020;141211;C14Z;62033210;2048898;6796248
2020;231112;C23A;70052125;7577285;6304068
2020;101220;C10A;02075551;1174;0
2019;109110;C10K;23099039;5503618;2224721
2020;171277;C17A;48114120;3696812;20361530
2020;242013;C24A;73045910;92613;14576480
2019;030031;A03Z;03063990;64391;349609
2019;309120;C30E;87141020;87387;657781
2019;105140;C10E;04069085;390795;67249
2020;139617;C13Z;58062000;14838578;11777437
2020;132032;C13Z;55134900;126941;84350
2020;241012;C24A;72027000;6786390;16801535
2020;205955;C20C;38091030;1675;10160
2019;162925;C16Z;46012990;385713;1500064
2020;289913;C28D;84431390;4315465;5999726
2020;257360;C25E;82073010;19354476;67653478
2020;101313;C10A;02109971;14779;67819
2019;281113;C28A;84081041;42535;868316
2019;291041;C29A;87042139;4955196;3745470
2019;381158;E38Z;72044191;2287364;314154
2019;108312;C10H;09019010;330880;1295948
2020;101142;C10A;41015050;4510110;172706
2019;141312;C14Z;61032900;52872;47432
2020;201462;C20A;29142900;50356597;40351651
2019;171279;C17A;48109230;16097884;47869200
2019;289914;C28D;84431970;28037312;18554051
2019;281113;C28A;84081069;7664600;7580822
2019;132042;C13Z;58021900;237416;692277
2020;271240;C27B;85389019;1252974;4671337
2019;014211;A01Z;01023910;6745;0
2019;381159;E38Z;44014010;1239961;4277978
2019;132020;C13Z;52102100;504177;370644
2020;323011;C32C;95067090;743409;1298372
2020;265132;C26E;90172090;390607;1592228
2019;271240;C27B;85389091;32583154;71560351
2020;284124;C28C;84619000;2256017;1554044
2019;102021;C10B;03053990;61851;582573
2019;289911;C28D;84401020;115076;1611723
2019;103929;C10C;20089798;2781778;2780680
2019;201433;C20A;29171310;2857619;3129426
2020;205310;C20C;33012490;15497;1268700
2019;131061;C13Z;52061500;2775;985
2019;272012;C27B;85069000;2113449;4464173
2019;289315;C28D;84172010;2475497;3165863
2020;241064;C24A;72221990;261875;2836257
2019;152040;C15Z;64061010;1592716;13921051
2019;283032;C28B;84322100;7333240;10602736
2020;172112;C17B;48193000;14681404;54174484
2020;201424;C20A;29081900;52632;2061031
2020;241033;C24A;72191100;136019;2186199
2019;231311;C23A;70109041;9219335;16432483
2019;203022;C20C;32121000;2283811;13849179
2020;201552;C20A;31043000;609920;24629528
2019;110110;C11Z;22082026;180237;441652
2019;257360;C25E;82090020;6310884;52469788
2019;201434;C20A;29181998;2426515;9574197
2019;201424;C20A;29081900;32218;1063946
2020;282921;C28A;84224000;128081365;161837699
2019;267019;C26G;90079200;513846;3229733
2020;205911;C20C;37019900;438925;2542543
2020;014512;A01Z;01042090;177739;1931
2020;289421;C28D;84518030;39314;554890
2020;104122;C10D;15091020;21051396;182357660
2020;202011;C20C;38086100;9848844;3329257
2020;201463;C20A;29109000;4714343;2992261
2020;110520;C11Z;23033000;7541544;36567826
2020;014311;A01Z;01012910;4567858;26
2019;132020;C13Z;52121110;1814;27538
2019;212013;C21Z;30046000;3010128;1409039
2020;254012;C25C;93040000;4599969;19007343
2019;101312;C10A;02102010;66782;110297
2019;259316;C25E;73209030;88475;1005788
2019;152013;C15Z;64039931;1334818;3689265
2020;201222;C20A;32019090;8161687;1390541
2020;141324;C14Z;62034231;64772571;274033372
2020;231911;C23A;70023200;11122;2491804
2019;309230;C30E;87149420;3106690;6808184
2019;101132;C10A;02032211;10847261;1340882
2019;108423;C10H;09096200;111845;608447
2020;139216;C13Z;63049900;2952515;7563441
2019;062010;B06Z;27112100;542984118;2290638172
2020;205210;C20C;35069190;138046757;110312856
2020;293230;C29B;87083091;247548799;333673407
2020;241066;C24A;72284010;2728012;6394275
2019;106132;C10F;11031990;16951;43399
2019;108222;C10H;18069011;4682946;31572011
2020;103929;C10C;20089967;5862210;14025840
2019;162311;C16Z;44182010;174497;2658835
2019;102025;C10B;16041291;67918;2394458
2019;284121;C28C;84581900;2266832;1264908
2019;281526;C28A;84836080;23840777;26998839
2019;012410;A01Z;08081080;180837313;27844940
2020;265170;C26E;90321080;52899108;40863312
2019;101220;C10A;02074551;7372384;213393
2020;262040;C26B;84735020;1307777;5153724
2020;014220;A01Z;05111000;9583930;6090648
2019;245230;C24C;73071990;7022217;10560863
2019;132020;C13Z;52113200;6723133;2771297
2020;322013;C32A;92059010;142107;624542
2019;151212;C15Z;42029180;43665319;24416322
2019;201434;C20A;29173300;509858;20541020
2020;259912;C25E;73239100;335542;1981775
2019;282213;C28A;84254100;803983;13690211
2020;181320;C18Z;84425000;8930759;16673467
2019;139216;C13Z;63049200;1276872;9976208
2020;201364;C20A;28491000;11220;8951105
2020;132031;C13Z;54075300;5453986;5357887
2019;201321;C20A;28012000;594332;10195907
2020;192032;C19Z;27111400;23324303;23910901
2020;303016;C30C;84119100;2396607151;2732846676
2020;104159;C10D;15151910;72927;307756
2020;151133;C15Z;41044990;307857;130871
2019;261140;C26A;85221000;15898;152561
2019;105111;C10E;04012099;41283241;23101252
2019;139229;C13Z;63079098;69595372;175135914
2020;141414;C14Z;61089200;3011525;15851516
2020;101210;C10A;02076005;4008781;3114
2019;105152;C10E;04039019;6607;142576
2019;171272;C17A;48089000;10883618;3030519
2019;162912;C16Z;44199090;3305744;16009472
2020;206013;C20C;54023100;14059504;11058646
2019;103913;C10C;07123100;589862;690744
2020;289315;C28D;84172010;17377;739082
2019;242040;C24A;73072910;6857440;11157477
2019;323014;C32C;95069190;30069588;63197591
2019;303031;C30C;88021200;85911846;58538168
2019;205310;C20C;33012590;1019302;201525
2020;172313;C17B;48203000;16816350;17078394
2020;162311;C16Z;44182050;5464895;5628117
2019;132014;C13Z;53101010;2104;223869
2019;192027;C19Z;27101911;184703;815561
2020;205310;C20C;33021021;307533;199002
2019;139616;C13Z;59112000;2006815;2748015
2020;201423;C20A;29053930;43886;286998
2019;011173;A01Z;07132000;3123999;2464242
2020;106132;C10F;11032050;1920;7462
2020;201463;C20A;29091100;615288;1453930
2019;291041;C29A;87042391;390776080;266477638
2020;132032;C13Z;55159130;24445;9965
2019;104124;C10D;15149190;18171057;826133
2020;2790DD;C27B;85990001;295710535;0
2020;103917;C10C;20029039;1791457;19785727
2020;289413;C28D;84461000;137897;137812
2020;241041;C24A;72092790;210713;10413740
2019;161011;C16Z;44071910;1477514;5549102
2020;221973;C22A;40169997;139381721;126985018
2020;201710;C20A;40026000;50941;7049866
2019;381227;E38Z;85481029;16439;1524200
2019;293230;C29B;87089220;23358325;15062330
2020;283032;C28B;84322910;17747470;34644646
2020;106133;C10F;11041999;200477;1031980
2019;271132;C27B;85023920;17076440;20952111
2019;261111;C26A;85401100;10790;44434
2020;274022;C27B;94052011;856565;5703752
2020;108221;C10H;18062010;100976577;149714568
2019;244226;C24B;76090000;10205706;14429667
2019;162922;C16Z;45031090;329432;1021529
2019;109210;C10K;23091051;56613914;77089849
2020;221920;C22A;40051000;84431173;78110762
2019;105140;C10E;04069081;1463688;623600
2020;293230;C29B;87088099;94715767;77464182
2019;241022;C24A;72189110;8034;7254394
2019;014919;A01Z;01061490;52923;143
2019;239911;C23B;68129910;20;5962
2020;101220;C10A;02074510;14020576;8683663
2020;201452;C20A;29339190;897364;5484060
2020;241023;C24A;72249002;141584;5956114
2019;289913;C28D;84431100;2891682;910886
2019;102025;C10B;16042010;5848332;2382212
2019;302020;C30B;86039000;5386;1840
2019;244523;C24B;75061000;1267105;15514617
2019;322014;C32A;92071030;9339380;25204604
2020;257320;C25E;82024000;1988172;11034951
2019;283054;C28B;84335330;5444380;14860937
2019;108912;C10H;04089980;4332782;16185004
2019;101240;C10A;02071399;995982;1185083
2020;241023;C24A;72241090;87196715;6942234
2020;110212;C11Z;22042106;4030301;2976835
2019;162115;C16Z;44119290;16901668;34139013
2019;011112;A01Z;10019120;20508171;1324662
2019;101311;C10A;02101290;69370;6150767
2019;143910;C14Z;61101910;974623;2947121
2020;274030;C27B;85122000;353985069;317945096
2020;201462;C20A;29147100;1535;2321
2019;257330;C25E;82031000;920480;3020274
2019;201351;C20A;28419085;466729;3903604
2019;141923;C14Z;62132000;255636;1057472
2020;201219;C20A;28220000;206781;7270322
2020;101220;C10A;02072770;599583;641364
2019;310011;C31Z;94017900;17513134;61708174
2019;263050;C26C;85311030;41864151;65147993
2020;325011;C32B;90184990;80401254;114563718
2019;244426;C24B;74112900;3439424;4796378
2020;103922;C10C;20079939;84206588;28321710
2020;275211;C27A;74181010;1517531;616149
2019;102014;C10B;03048930;34084;365
2020;329923;C32C;96062100;2487735;2300830
2019;131082;C13Z;55093200;750103;9255407
2020;281113;C28A;84089043;16844815;30456392
2019;101313;C10A;02109100;9708;172520
2020;011111;A01Z;10011100;27414592;2853646
2019;309120;C30E;87141010;1729902;8984929
2020;132020;C13Z;52083900;2206314;6069883
2020;310111;C31Z;94031091;4565361;17291835
2019;103219;C10C;20098963;63022;36374
2020;101210;C10A;02071340;237409;18714
2020;322014;C32A;92071080;4261509;12643132
2019;274022;C27B;94052011;705244;3436619
2019;2015DD;C20A;31990001;8553980;0
2019;108112;C10H;17019990;2477626;4996710
2020;265183;C26E;90129000;13858186;11036078
2019;102034;C10B;16055800;8050583;17589627
2019;272021;C27B;85071020;112255439;246238020
2020;205956;C20C;38109090;27367360;19749493
2019;263050;C26C;85311095;20615452;20549813
2019;205310;C20C;33029010;7304555;632414
2019;272011;C27B;85061011;3883868;58775348
2019;171235;C17A;48052500;24932494;19631113
2019;104129;C10D;15122190;88000;8445
2019;324039;C32C;95030099;35295658;72956772
2020;030021;A03Z;03024911;47;8484
2020;011343;A01Z;07031011;500354;2651436
2020;263023;C26C;85176910;6012729;27106617
2019;257360;C25E;82071910;7767683;2965663
2019;257360;C25E;82072010;2753378;632173
2020;324032;C32C;95030069;8105242;28096574
2019;259411;C25E;73181499;6686965;26726338
2019;143910;C14Z;61101290;32019104;94482772
2020;211051;C21Z;29369000;65125247;22568514
2019;143910;C14Z;61102099;123492147;304582718
2020;241041;C24A;72092500;126669;763816
2019;282411;C28A;84672959;1790936;20063357
2020;081130;B08Z;25090000;11129470;6588322
2020;205959;C20C;38249910;4595305;5593544
2019;101311;C10A;02101211;3465862;1371635
2019;102013;C10B;03031900;52109;6533
2019;107311;C10G;19021100;7606290;25089156
2019;329916;C32C;96121010;46474816;16818532
2020;259411;C25E;73181660;22773294;21020529
2019;013010;A01Z;06011020;7888;1293717
2019;132020;C13Z;52082900;407875;989360
2019;103929;C10C;20089978;78468;86916
2020;281331;C28A;84139100;234375752;303537496
2020;279031;C27B;85153913;1935495;1477004
2019;281111;C28A;84072110;1344837;2831170
2019;110212;C11Z;22042191;181278;1504303
2020;081222;B08Z;25086000;4267;1481865
2019;201640;C20A;39079190;19191290;4323556
2020;141922;C14Z;62114341;1083707;1063870
2019;241031;C24A;72082600;48002991;36817138
2020;141313;C14Z;61029090;848181;1326396
2020;244224;C24B;76061293;28452843;42816876
2019;257111;C25E;82119500;334396;100734
2020;271132;C27B;85023980;4050138;4227281
2019;241041;C24A;72092710;3227;109715
2020;237012;C23B;68029910;365608;4558879
2020;281211;C28A;84122180;34554492;69943713
2019;141335;C14Z;62046990;46320738;18131501
2019;273312;C27B;85366190;1637829;3264326
2019;265186;C26E;90249000;2627024;8655553
2020;201464;C20A;29420000;28042716;12861836
2019;201419;C20A;29038200;123;641
2020;211051;C21Z;29362700;14659790;26256921
2020;205911;C20C;37023197;2318;89068
2019;231923;C23A;70172000;1086798;4864977
2019;329923;C32C;96062900;1986263;3687419
2020;110310;C11Z;22060039;14557350;1274210
2020;132020;C13Z;52121510;6141;38369
2020;206011;C20C;55039000;1547254;12884393
2019;139614;C13Z;59031090;16235262;15041544
2020;108214;C10H;18061020;459136;5679501
2020;102024;C10B;03054910;1630;72942
2020;329112;C32C;96032100;10857475;51894118
2020;105112;C10E;04015031;139553145;42202670
2020;172919;C17B;48232000;13945922;29738471
2019;289412;C28D;84452000;12219;215710
2019;132020;C13Z;52121210;20378;45836
2019;222929;C22B;64062090;2002221;3247979
2019;231921;C23A;70112000;4100;0
2020;259929;C25E;74199990;99842311;62937220
2020;011194;A01Z;12074010;70;13884
2019;244323;C24B;79040000;379774;4491531
2019;162925;C16Z;46019905;4129;68063
2019;201452;C20A;29321200;25875;72186
2020;201453;C20A;29191000;39371;745976
2019;261121;C26A;85411000;79741487;55829178
2020;101220;C10A;02074561;5636877;765286
2019;132020;C13Z;52122510;633522;170435
2019;273313;C27B;85369001;21318683;15162048
2019;201352;C20A;28539090;1964740;1646809
2019;139510;C13Z;56039110;25180;60346
2020;011339;A01Z;07099960;6682189;6379180
2020;139411;C13Z;56074911;725299;3211990
2019;131083;C13Z;55095300;66535;956560
2020;132020;C13Z;52121310;144504;99470
2019;289317;C28D;84384000;1947393;4808863
2019;241021;C24A;72071210;144262595;115888953
2019;131082;C13Z;55111000;1017952;4277457
2020;244413;C24B;74032200;5319636;10279352
2019;102013;C10B;03033110;65198;167631
2020;201443;C20A;29269070;153960532;80892356
2020;281522;C28A;84831025;18320792;5129471
2020;205955;C20C;38091010;332600;1345585
2020;321310;C32A;91132000;34817522;18671733
2020;283034;C28B;84324100;6850366;3855950
2020;105122;C10E;04022911;1655218;22581403
2019;281328;C28A;84148080;22594894;32566351
2019;282111;C28A;84161010;892937;4034717
2019;171235;C17A;48052400;29171667;56836549
2019;257114;C25E;82151030;229710;388740
2020;139613;C13Z;56041000;2041169;4738269
2020;102034;C10B;16056900;197351;1898796
2019;282512;C28A;84151090;6027769;97727341
2019;151133;C15Z;41041990;107371;39704
2019;275130;C27A;85109000;5396081;11493436
2020;013010;A01Z;06011010;415884;150401
2019;275113;C27A;84501119;161517;32359241
2020;171241;C17A;48043180;1679386;3429817
2019;103929;C10C;08133000;130675;1965590
2020;221114;C22A;40119000;4672537;18431116
2020;323015;C32C;95063100;2124335;12467931
2020;201453;C20A;29202200;55;97443
2020;264012;C26D;85272170;189353;1279902
2019;259912;C25E;73239100;466508;1640747
2020;108221;C10H;18062050;4244904;10867405
2019;289939;C28D;84012000;200;738021
2019;132020;C13Z;52101900;209680;2171575
2020;201463;C20A;29102000;35047096;5096738
2020;151131;C15Z;41044151;71378;7225
2020;139510;C13Z;56031190;38065713;26746223
2020;259311;C25E;73121098;1806724;3292062
2019;101220;C10A;02071440;91433;151978
2019;110212;C11Z;22042169;277533;686228
2020;110719;C11Z;22029995;12454504;16739726
2020;171276;C17A;48099000;741678;1086004
2020;120011;C12Z;24029000;84567;499092
2020;273311;C27B;85365015;4721105;6104471
2020;102013;C10B;03031900;60750;22976
2019;282214;C28A;84264900;4028654;17685333
2019;011344;A01Z;07039000;2805897;9312390
2020;325013;C32B;84211920;8344232;11115741
2020;264011;C26D;85279900;2159806;4884045
2019;109110;C10K;23099096;201433900;62831038
2020;162925;C16Z;46019205;2196;64276
2019;103923;C10C;20081995;6491375;4684306
2019;141334;C14Z;62044910;31993975;26130175
2019;329912;C32C;96081010;13261923;18687461
2020;289911;C28D;84401090;2869072;8891607
2020;139616;C13Z;59113290;336810;1733213
2020;143110;C14Z;61159699;18047123;48669604
2019;151151;C15Z;41139000;1671083;4407246
2020;282983;C28A;84209900;727089;2022657
2019;264020;C26D;85287240;21251742;260193072
2020;108915;C10H;13021200;17910323;8885824
2019;204211;C20B;33030010;673085415;80799017
2020;011921;A01Z;06031970;4563808;72388807
2020;141312;C14Z;61033300;2471447;6094053
2020;292023;C29A;87163100;29358170;11751779
2020;152014;C15Z;64052010;4780109;11571916
2019;321213;C32A;71142000;4528417;754863
2019;139119;C13Z;60052100;18140;51791
2019;132011;C13Z;50079010;198501;173742
2019;030021;A03Z;03022400;1755175;5350363
2020;265144;C26E;90304000;30366525;38844507
2020;900313;R90Z;97020000;6217434;5900107
2020;329951;C32C;95059000;5125507;42172410
2019;271210;C27B;85352100;16263966;10340581
2019;204219;C20B;33079000;144019484;57557554
2019;014722;A01Z;04072910;987233;1269935
2020;252113;C25B;84039010;1192363;3566014
2019;281123;C28A;84118220;134117;20870
2020;283032;C28B;84322930;14477500;30340575
2019;141324;C14Z;62034130;54856;23402
2020;104155;C10D;15122990;195645;836203
2019;271142;C27B;85043200;5242030;5453683
2019;161013;C16Z;44061100;923518;218201
2020;106112;C10F;10063046;208613;1368166
2019;201656;C20A;39095010;1667941;2774151
2019;171241;C17A;48042110;5716260;13760389
2020;291024;C29A;87038010;822672552;1016513978
2019;062010;B06Z;27111100;55993795;1363898326
2019;259929;C25E;73259100;902;970396
2020;241041;C24A;72092710;3463;334037
2020;310911;C31Z;94032020;13831012;24490544
2020;152013;C15Z;64035931;6309405;2351930
2019;241042;C24A;72193410;30402335;18637872
2020;201414;C20A;29043100;11;393
2019;101131;C10A;02022010;3562;14367
2020;132013;C13Z;53092100;222394;432262
2020;289952;C28D;84759090;21529791;27710478
2020;272024;C27B;85079080;16422093;50098591
2020;279031;C27B;85151910;95683;704093
2020;205959;C20C;38249970;15593296;8041292
2020;106133;C10F;11042917;192505;2983177
2020;271126;C27B;85016200;28183310;53917773
2020;201341;C20A;28319000;16739;760
2020;325013;C32B;90183290;18350164;6506950
2019;232012;C23B;69022010;1604986;2575847
2019;242032;C24A;73062100;384538;198546
2020;201441;C20A;29214500;6446;188432
2019;141923;C14Z;62160000;16265387;37061252
2019;131050;C13Z;51072091;13600;49911
2020;202014;C20C;38089420;16944633;30025833
2020;011380;A01Z;07095950;4812341;9653893
2020;103929;C10C;20084090;212114;3966778
2019;011131;A01Z;10039000;513972130;9032395
2020;282939;C28A;84238129;427726;4199079
2020;139915;C13Z;56060099;75655;1330339
2020;132020;C13Z;52081296;157763;717301
2020;110212;C11Z;22042127;475599;570897
2019;110211;C11Z;22041098;65120400;3561889
2019;259211;C25E;73102111;15297648;38497831
2019;265164;C26E;90291000;22181360;29744962
2020;274024;C27B;94056080;13979208;15436137
2020;241062;C24A;72149971;278995;11344332
2019;264011;C26D;85279119;878860;10934529
2019;011132;A01Z;10029000;695898;225150
2020;284121;C28C;84581149;4115139;9230365
2019;014912;A01Z;01063980;41691;1051856
2020;201630;C20A;39046910;1313897;796701
2020;275125;C27A;85161080;30530515;81718795
2019;104141;C10D;23064900;204139;4784381
2019;108112;C10H;17019910;329004345;53037673
2019;279041;C27B;85049099;32026965;35865260
2019;103913;C10C;07122000;6979656;3589146
2019;104122;C10D;15091010;1532398;2065132
2020;104125;C10D;15111090;41284;6585989
2019;192026;C19Z;27101931;293128;113898395
2019;141322;C14Z;62032930;1455699;3676445
2019;302040;C30B;86072190;2144944;12690213
2020;264012;C26D;85272198;432028;1886886
2020;581116;J58Z;49059900;1305584;4741569
2020;103915;C10C;20055100;10608963;18575674
2019;291030;C29A;87029019;189700;10000
2020;132020;C13Z;52091200;816432;1527335
2019;102021;C10B;03053290;6424;217916
2020;244130;C24B;71151000;5679257;10075971
2019;241061;C24A;72139190;56437;8582190
2019;222121;C22B;39172110;4898933;32248643
2019;131085;C13Z;54011018;726978;2937690
2019;101220;C10A;02071450;1948062;2362191
2020;102011;C10B;03045100;2032;46113
2019;172213;C17B;48236910;1046198;15400522
2019;381141;E38Z;89080000;312981;1035314
2019;293121;C29B;85113000;9348735;14742728
2019;105152;C10E;04039061;4487205;5299099
2020;310913;C31Z;94036090;95564813;407751724
2019;171274;C17A;48103100;14555759;3163389
2019;201652;C20A;39051900;953886;6323941
2019;103219;C10C;20098999;1821859;11726170
2019;106133;C10F;19042095;539358;216921
2020;141311;C14Z;61012090;9264075;28794122
2020;211060;C21Z;30029010;8153527;6793238
2019;104129;C10D;15071010;785;11639074
2020;281113;C28A;84081051;2000;3437336
2019;244412;C24B;74020000;1847444;856029
2020;139615;C13Z;59029010;54877;66371
2020;132020;C13Z;52082296;222987;273023
2019;231212;C23A;70072900;23167626;49901260
2020;231311;C23A;70109079;51098916;28306822
2019;205310;C20C;33019021;16202;0
2019;012819;A01Z;12129995;3207195;6204964
2020;023030;A02Z;06042019;167;91986
2019;105140;C10E;04069039;289873;925
2020;201531;C20A;31021010;17891317;186538659
2019;241012;C24A;72024950;155403;3334701
2020;282984;C28A;84879040;9662425;2597612
2019;172212;C17B;48185000;1890435;5865626
2020;259112;C25E;73102990;10525009;34166151
2019;014913;A01Z;01062000;29944;331939
2019;231313;C23A;70139190;3503367;583642
2020;282939;C28A;90178090;1702106;7478623
2019;108223;C10H;17049055;3284971;2732447
2019;011332;A01Z;07070005;6525981;27173623
2019;089929;B08Z;25252000;2898732;646420
2020;103219;C10C;20098986;36214;64842
2020;201219;C20A;28259060;33866;190016
2020;241062;C24A;72149950;3546518;4694965
2020;201331;C20A;28261910;431196;1719045
2019;105152;C10E;04031051;2044895;308982
2020;289317;C28D;84386000;7716682;10863572
2020;291024;C29A;87038090;4974275;1962500
2020;281113;C28A;84089067;183573593;14900229
2020;259317;C25E;73159000;1041226;3666843
2019;205911;C20C;37024100;30;15790
2020;161012;C16Z;44072810;12860;2948
2019;289224;C28D;84295199;65974679;111672079
2020;201224;C20A;32064200;29603;957117
2020;301131;C30A;89020090;1080806;891823
2019;241071;C24A;72163291;285948;44415073
2019;081222;B08Z;25086000;13400;819691
2020;201559;C20A;31049000;339752;6270399
2019;2110DD;C21Z;29990002;195872562;0
2019;325021;C32B;90191090;28689899;67757780
2019;281113;C28A;84089081;4033178;17203007
2019;012421;A01Z;08083010;1939476;3970019
2020;0116DD;A01Z;53990001;10347504;0
2020;205920;C20C;15180091;1534784;7482337
2019;222311;C22B;39181010;47403973;62301758
2020;241021;C24A;72072017;1425013;34183985
2020;139211;C13Z;63012010;363315;569406
2020;303050;C30C;88031000;86324962;30109959
2019;282985;C28A;84229090;110047408;163903381
2020;012519;A01Z;08103090;25357;270209
2020;302040;C30B;86072190;3723660;19048832
2020;231412;C23A;70199000;24654844;87854119
2020;012314;A01Z;08052190;16259139;143544432
2020;241035;C24A;72254040;63693890;85537413
2020;110212;C11Z;22042187;5709;57138
2020;162118;C16Z;44129950;1549637;547516
2020;381141;E38Z;89080000;118888;1888974
2020;244224;C24B;76061191;11733708;71860240
2019;107212;C10G;19052010;323255;7362143
2019;279070;C27B;85308000;10294090;9734446
2019;274030;C27B;94053000;2598824;21245590
2019;284124;C28C;84615011;252167;3438062
2019;172113;C17B;48191000;89761250;161862210
2019;282216;C28A;84281080;9350230;13209155
2020;205942;C20C;38112100;1029639002;344255409
2019;201411;C20A;29012400;16625016;60118724
2020;201659;C20A;39111000;100391851;72538030
2020;131061;C13Z;52062100;30866;75636
2020;201654;C20A;39089000;73159189;84678778
2019;102034;C10B;03082900;3706;93605
2020;237012;C23B;68010000;6369464;36181104
