'dept';'siren';'raison_sociale';'nature_juridique';'mode_financ';'nb_membres';'total_pop_tot';'total_pop_mun';'dep_com';'insee';'siren_membre';'nom_membre';'ptot_2021';'pmun_2021'
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10202';211001953;'Les Loges-Margueron';282;209
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10185';211001789;'Lagesse';211;207
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10422';211004106;'Villeneuve-au-Chemin';187;185
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10112';211001060;'Coussegrey';186;184
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10143';211001375;'Étourvy';175;170
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10312';211003025;'Racines';172;167
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10024';211000229;'Avreuil';168;165
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10040';211000369;'Bernon';172;164
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10218';211002118;'Maisons-lès-Chaource';161;160
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10394';211003819;'Vallières';158;157
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10278';211002704;'Pargues';142;138
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10247';211002399;'Montfey';133;129
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10028';211000260;'Balnot-la-Grange';120;120
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10107';211001011;'Coursan-en-Othe';104;104
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10431';211004163;'Villiers-le-Bois';99;98
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10309';211003009;'Prusy';97;95
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10118';211001128;'Les Croûtes';97;93
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10302';211002936;'Praslin';90;88
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10108';211001029;'Courtaoult';82;82
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10168';211001615;'Les Granges';78;77
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10432';211004171;'Villiers-sous-Praslin';71;70
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10201';211001946;'La Loge-Pomblin';68;68
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10241';211002340;'Metz-Robert';64;64
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10087';211000823;'Chaserey';54;53
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10443';211004288;'Vougrey';48;47
'10';200071041;'CC du Chaourçois et du Val d''Armance';'CC';'FA';42;10733;10491;'10';'10388';211003751;'Turgy';46;45
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10006';211000054;'Arcis-sur-Aube';2923;2839
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10216';211002092;'Mailly-le-Camp';1854;1829
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10442';211004270;'Voué';697;688
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10299';211002902;'Pouan-les-Vallées';545;528
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10379';211003686;'Torcy-le-Grand';462;453
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10314';211003041;'Ramerupt';413;409
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10267';211002597;'Nogent-sur-Aube';323;319
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10121';211001151;'Dampierre';319;311
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10195';211001888;'Lhuître';301;297
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10095';211000898;'Le Chêne';295;290
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10429';211004148;'Villette-sur-Aube';262;259
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10361';211003504;'Saint-Remy-sous-Barbuise';240;236
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10386';211003736;'Trouans';234;227
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10004';211000039;'Allibaudières';209;207
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10369';211003587;'Semoine';201;195
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10272';211002647;'Ormes';183;180
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10101';211000955;'Coclois';178;175
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10174';211001672;'Isle-Aubigny';177;174
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10338';211003272;'Saint-Étienne-sous-Barbuise';176;173
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10436';211004213;'Vinets';178;171
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10172';211001656;'Herbisse';161;160
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10293';211002845;'Poivres';161;159
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10269';211002613;'Nozay';153;149
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10091';211000856;'Chaudrey';147;143
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10354';211003439;'Saint-Nabord-sur-Aube';142;138
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10400';211003876;'Vaupoisson';124;119
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10077';211000724;'Champigny-sur-Aube';110;108
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10130';211001243;'Dosnon';109;103
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10167';211001607;'Grandville';93;93
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10065';211000609;'Brillecourt';87;86
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10430';211004155;'Villiers-Herbisse';88;86
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10380';211003694;'Torcy-le-Petit';86;81
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10398';211003850;'Vaucogne';78;74
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10127';211001219;'Dommartin-le-Coq';59;59
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10236';211002290;'Mesnil-Lettre';58;57
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10405';211003926;'Verricourt';55;55
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10235';211002282;'Mesnil-la-Comtesse';45;45
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10257';211002498;'Morembert';30;30
'10';200071777;'CC d''Arcis, Mailly, Ramerupt';'CC';'FA';39;11980;11729;'10';'10273';211002654;'Ortillon';24;24
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10287';211002795;'Piney';1494;1478
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10084';211000799;'Charmont-sous-Barbuise';1034;1007
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10061';211000567;'Brévonnes';689;677
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10239';211002324;'Mesnil-Sellières';609;586
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10210';211002035;'Luyères';467;454
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10328';211003173;'Rouilly-Sacey';389;385
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10019';211000179;'Val-d''Auzon';385;380
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10165';211001581;'Géraudot';343;337
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10129';211001235;'Dosches';304;295
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10300';211002910;'Pougy';293;291
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10270';211002621;'Onjon';260;254
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10056';211000518;'Bouy-Luxembourg';238;237
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10014';211000138;'Assencières';177;176
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10021';211000195;'Avant-lès-Ramerupt';162;158
'10';241000223;'CC Forêts, Lacs, Terres en Champagne';'CC';'FPU';15;6970;6840;'10';'10206';211001995;'Longsols';126;125
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10033';211000310;'Bar-sur-Aube';5027;4844
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10426';211003983;'Ville-sous-la-Ferté';1026;1013
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10035';211000336;'Bayel';760;751
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10203';211001961;'Longchamp-sur-Aujon';419;405
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10012';211000112;'Arsonval';319;314
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10032';211000302;'Baroville';314;305
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10076';211000716;'Champignol-lez-Mondeville';275;268
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10150';211001441;'Fontaine';260;255
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10002';211000013;'Ailleville';249;244
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10306';211002977;'Proverville';246;240
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10250';211002423;'Montier-en-l''Isle';235;229
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10011';211000104;'Arrentières';214;213
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10113';211001078;'Couvignon';207;201
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10197';211001904;'Lignol-le-Château';200;189
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10374';211003637;'Spoy';170;169
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10242';211002357;'Meurville';170;167
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10176';211001698;'Jaucourt';172;165
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10048';211000435;'Bligny';165;161
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10440';211004254;'Voigny';158;152
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10103';211000971;'Colombé-le-Sec';152;151
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10390';211003777;'Urville';126;124
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10039';211000351;'Bergères';125;120
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10182';211001755;'Juvancourt';119;118
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10330';211003199;'Rouvres-les-Vignes';109;108
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10007';211000062;'Arconville';107;105
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10160';211001532;'Fravaux';41;40
'10';241000405;'CC de la Région de Bar sur Aube';'CC';'FA';27;11399;11085;'10';'10137';211001318;'Engente';34;34
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10003';200058840;'Aix-Villemaur-Pâlis';3585;3547
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10350';211003397;'Saint-Mards-en-Othe';650;639
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10037';211000344;'Bercenay-en-Othe';473;462
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10222';211002159;'Maraye-en-Othe';449;442
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10096';211000906;'Chennegy';443;435
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10263';211002555;'Neuville-sur-Vanne';436;431
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10319';211003090;'Rigny-le-Ferron';346;339
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10276';211002688;'Paisy-Cosdon';342;336
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10290';211002829;'Planty';242;239
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10335';211003249;'Saint-Benoist-sur-Vanne';245;239
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10444';211004296;'Vulaines';229;226
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10042';211000385;'Bérulle';224;220
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10417';211004056;'Villemoiron-en-Othe';207;201
'10';241000447;'CC du Pays d''Othe';'CC';'FA';14;7921;7803;'10';'10266';211002589;'Nogent-en-Othe';50;47
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10224';211002175;'Marigny-le-Châtel';1799;1766
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10223';211002167;'Marcilly-le-Hayer';738;729
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10271';211002639;'Origny-le-Sec';610;599
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10237';211002308;'Mesnil-Saint-Loup';624;595
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10275';211002670;'Ossey-les-Trois-Maisons';602;595
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10020';211000187;'Avant-lès-Marcilly';516;506
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10351';211003405;'Saint-Martin-de-Bossenay';373;368
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10274';211002662;'Orvilliers-Saint-Julien';311;307
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10339';211003280;'Saint-Flavy';292;286
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10124';211001185;'Dierrey-Saint-Julien';272;259
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10348';211003371;'Saint-Lupien';237;233
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10157';211001508;'La Fosse-Corduan';225;219
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10145';211001391;'Faux-Villecerf';223;216
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10308';211002993;'Prunay-Belleville';222;214
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10347';211003363;'Saint-Loup-de-Buffigny';216;210
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10038';211004346;'Bercenay-le-Hayer';196;194
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10023';211000211;'Avon-la-Pèze';197;190
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10383';211004353;'Trancault';188;185
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10318';211003082;'Rigny-la-Nonneuse';168;166
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10301';211002928;'Pouy-sur-Vannes';169;165
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10054';211000492;'Bourdenay';116;115
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10410';211003967;'Villadin';114;110
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10134';211001284;'Échemines';95;89
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10146';211001409;'Fay-lès-Marcilly';91;88
'10';241000488;'CC de l''Orvin et de l''Ardusson';'CC';'FPU';25;8658;8468;'10';'10085';211000807;'Charmoy';64;64
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11049';211100490;'Bram';3285;3204
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11254';211102546;'Montréal';2068;1894
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11033';211100334;'Belpech';1322;1295
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11434';211104344;'Villepinte';1314;1289
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11281';211102819;'Pexiora';1249;1230
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11418';211104187;'Villasavary';1249;1210
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11136';211101365;'Fanjeaux';923;835
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11089';211100896;'Cenne-Monestiés';413;406
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11438';211104385;'Villesiscle';394;388
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11439';211104393;'Villespy';395;387
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11070';211100706;'Carlipa';344;339
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11432';211104328;'Villeneuve-lès-Montréal';324;314
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11193';211101936;'Lasserre-de-Prouille';274;271
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11236';211102363;'Molandier';242;240
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11153';211101530;'La Force';238;232
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11051';211100516;'Brézilhac';181;177
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11196';211101969;'Laurac';185;177
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11072';211100722;'La Cassaigne';176;168
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11159';211101597;'Gaja-la-Selve';142;140
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11173';211101738;'Hounoux';136;133
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11343';211103437;'Saint-Gaudéric';120;118
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11141';211101415;'Ferran';116;115
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11290';211102900;'Plaigne';116;115
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11291';211102918;'Plavilla';114;110
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11312';211103122;'Ribouisse';114;109
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11268';211102686;'Orsans';106;106
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11087';211100870;'Cazalrenoux';92;91
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11184';211101845;'Lafage';93;90
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11348';211103486;'Saint-Julien-de-Briola';89;88
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11139';211101399;'Fenouillet-du-Razès';81;81
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11149';211101498;'Fonters-du-Razès';80;79
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11278';211102785;'Pech-Luna';76;75
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11419';211104195;'Villautou';63;63
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11331';211103312;'Saint-Amans';65;62
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11162';211101621;'Generville';60;59
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11365';211103650;'Saint-Sernin';41;39
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11057';211100573;'Cahuzac';30;30
'11';200035707;'CC Piège Lauragais Malepère';'CC';'FPU';38;16339;15786;'11';'11277';211102777;'Pécharic-et-le-Py';29;27
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11069';211100698;'Carcassonne';47795;46513
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11397';211103973;'Trèbes';5695;5566
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11429';211104294;'Villemoustaussou';4528;4449
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11279';211102793;'Pennautier';2647;2589
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11099';211100995;'Conques-sur-Orbiel';2600;2545
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11272';211102728;'Palaja';2458;2359
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11315';211103155;'Rieux-Minervois';1993;1967
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11425';211104252;'Villegailhenc';1763;1709
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11088';211100888;'Cazilhac';1700;1650
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11081';211100813;'Caunes-Minervois';1671;1641
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11288';211102884;'Pezens';1717;1562
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11009';211100094;'Alzonne';1550;1529
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11199';211101993;'Lavalette';1521;1495
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11068';211100680;'Capendu';1514;1473
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11005';211100052;'Alairac';1353;1320
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11018';211100185;'Arzens';1262;1229
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11190';211101902;'La Redorte';1214;1194
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11301';211103015;'Puichéric';1207;1190
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11426';211104260;'Villegly';1180;1157
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11286';211102868;'Peyriac-Minervois';1175;1155
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11022';211100227;'Azille';1152;1129
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11280';211102801;'Pépieux';1108;1078
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11198';211101985;'Laure-Minervois';1050;1035
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11259';211102595;'Moussoulens';1041;1011
'11';200035715;'CA Carcassonne Agglo';'CA';'FPU';83;116352;113464;'11';'11084';211100847;'Caux-et-Sauzens';1022;999
