'dept';'siren';'raison_sociale';'nature_juridique';'mode_financ';'nb_membres';'total_pop_tot';'total_pop_mun';'dep_com';'insee';'siren_membre';'nom_membre';'ptot_2021';'pmun_2021'
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60464';216004598;'Nointel';1077;1061
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60130';216001297;'Catenoy';1062;1039
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60225';216002238;'Étouy';812;771
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60215';216002139;'Erquery';609;596
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60375';216003723;'Maimbeville';416;406
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60568';216005629;'Saint-Aubin-sous-Erquery';340;332
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60016';216000166;'Ansacq';283;275
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60345';216003426;'Lamécourt';193;191
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60247';216002451;'Fouilleuse';143;141
'60';246000376;'CC du Clermontois';'CC';'FPU';19;38319;37491;'60';'60529';216005223;'Rémécourt';78;78
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60581';216005744;'Saint-Just-en-Chaussée';6079;6033
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60374';216003715;'Maignelay-Montigny';2716;2685
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60643';216006346;'Tricot';1395;1381
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60701';216006916;'Wavignies';1249;1242
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60034';216000331;'Avrechy';1170;1153
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60526';216005207;'Ravenel';1094;1081
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60456';216004515;'La Neuville-Roy';969;940
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60115';216001156;'Bulles';899;883
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60364';216003616;'Lieuvillers';714;706
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60396';216003921;'Méry-la-Bataille';633;628
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60440';216004358;'Moyenneville';637;620
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60222';216002204;'Essuiles';574;558
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60357';216003541;'Léglantiers';558;551
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60133';216001321;'Catillon-Fumechon';550;546
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60252';216002501;'Fournival';528;525
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60498';216004929;'Le Plessier-sur-Saint-Just';524;521
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60232';216002303;'Ferrières';476;473
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60177';216001768;'Cressonsacq';451;443
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60595';216005884;'Saint-Remy-en-l''Eau';431;428
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60418';216004143;'Montiers';431;418
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60495';216004895;'Plainval';409;404
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60008';216000067;'Airion';546;383
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60515';216005090;'Pronleroy';391;379
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60112';216001123;'Brunvillers-la-Motte';348;347
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60268';216002659;'Gannes';342;341
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60468';216004622;'Nourard-le-Franc';329;325
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60522';216005165;'Quinquempoix';323;320
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60200';216001990;'Domfront';317;315
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60285';216002824;'Grandvillers-aux-Bois';324;309
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60137';216001362;'Cernoy';299;296
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60653';216006445;'Valescourt';297;295
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60698';216006882;'Wacquemoulin';299;290
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60585';216005785;'Saint-Martin-aux-Bois';290;285
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60564';216005587;'Sains-Morainvillers';280;277
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60553';216005470;'Rouvillers';281;274
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60400';216003962;'Le Mesnil-sur-Bulles';275;268
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60702';216006924;'Welles-Pérennes';255;252
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60262';216002600;'Le Frestoy-Vaux';255;249
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60158';216001578;'Coivrel';250;248
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60186';216001859;'Cuignières';250;246
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60466';216004614;'Noroy';248;245
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60201';216002006;'Dompierre';244;241
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60276';216002733;'Godenvillers';223;221
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60497';216004911;'Le Plessier-sur-Bulles';213;213
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60168';216001677;'Courcelles-Epayelles';210;208
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60556';216005504;'Royaucourt';209;206
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60216';216002147;'Erquinvillers';186;184
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60416';216004127;'Montgérain';181;179
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60014';216000141;'Angivillers';183;178
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60179';216001784;'Crèvecoeur-le-Petit';153;152
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60503';216004978;'Le Ployron';116;113
'60';246000566;'CC du Plateau Picard';'CC';'FPU';52;30708;30161;'60';'60394';216003905;'Ménévillers';104;103
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60395';216003913;'Méru';14794;14609
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60088';200053734;'Bornel';4872;4799
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60012';216000125;'Andeville';3341;3292
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60010';216000109;'Amblainville';1765;1748
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60218';216002162;'Esches';1605;1592
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60570';200049377;'Saint-Crépin-Ibouvillers';1572;1548
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60330';216003277;'Laboissière-en-Thelle';1373;1347
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60370';216003673;'Lormaison';1324;1310
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60256';200087344;'Montchevreuil';1327;1301
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60678';216006692;'Villeneuve-les-Sablons';1199;1176
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60196';200062644;'La Drenne';1025;1009
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60652';216006437;'Valdampierre';940;930
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60054';200083483;'Hauts-Talican';893;872
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60309';216003061;'Hénonville';871;850
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60321';216003186;'Ivry-le-Temple';811;804
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60452';216004473;'Neuville-Bosc';511;497
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60162';216001610;'Corbeil-Cerf';328;320
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60144';216001438;'Chavençon';178;175
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60427';216004226;'Monts';173;172
'60';246000582;'CC des Sablons';'CC';'FPU';20;39064;38511;'60';'60512';216005066;'Pouilly';162;160
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60143';216001420;'Chaumont-en-Vexin';3347;3305
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60644';200076842;'Trie-Château';1965;1934
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60327';216003244;'Jouy-sous-Thelle';1052;1036
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60411';216004077;'Monneville';832;820
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60169';216001685;'Courcelles-lès-Gisors';836;815
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60401';216003970;'Le Mesnil-Théribus';833;789
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60412';216004085;'Montagny-en-Vexin';685;673
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60510';216005041;'Porcheux';642;627
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60319';216003160;'La Houssoye';616;610
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60211';216002097;'Éragny-sur-Epte';607;602
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60361';216003582;'Liancourt-Saint-Pierre';619;599
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60239';216002378;'Fleury';573;560
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60356';216003533;'Lavilletertre';566;550
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60209';200083459;'Corne-en-Vexin';545;535
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60195';216001941;'Delincourt';497;487
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60420';216004150;'Montjavoult';492;481
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60228';216002261;'Fay-les-Étangs';478;470
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60257';216002550;'Fresne-Léguillon';448;438
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60089';216000893;'Boubiers';420;409
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60090';216000901;'Bouconvillers';392;385
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60293';216002907;'Hadancourt-le-Haut-Clocher';383;375
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60613';216006049;'Senots';353;346
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60095';216000950;'Boury-en-Vexin';349;342
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60487';216004812;'Parnes';351;336
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60367';216003640;'Loconville';343;335
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60322';216003194;'Jaméricourt';326;321
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60140';216001396;'Chambors';318;314
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60645';216006361;'Trie-la-Ville';312;307
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60363';216003608;'Lierville';220;219
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60614';216006056;'Serans';221;214
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60097';216000976;'Boutencourt';219;213
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60630';216006213;'Thibivillers';178;175
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60640';216006312;'Tourly';174;173
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60659';216006502;'Vaudancourt';172;170
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60352';216003491;'Lattainville';159;157
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60208';216002063;'Énencourt-Léage';137;130
'60';246000707;'CC du Vexin-Thelle';'CC';'FPU';37;20790;20380;'60';'60528';216005231;'Reilly';130;128
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60188';216001875;'Cuise-la-Motte';2302;2196
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60647';216006387;'Trosly-Breuil';2126;2072
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60025';216000257;'Attichy';1934;1894
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60491';216004853;'Pierrefonds';2049;1839
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60641';216006320;'Tracy-le-Mont';1779;1730
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60064';216000646;'Berneuil-sur-Aisne';1017;1001
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60324';216003210;'Jaulzy';901;890
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60032';216000315;'Autrêches';735;721
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60534';216005280;'Rethondes';668;644
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60167';216001669;'Couloisy';582;568
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60145';216001446;'Chelles';503;490
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60305';216003020;'Hautefontaine';340;336
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60445';216004408;'Nampcel';320;317
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60072';216000729;'Bitry';328;316
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60572';216005660;'Saint-Étienne-Roilaye';311;302
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60184';216001834;'Croutoy';217;207
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60438';216004333;'Moulin-sous-Touvent';210;205
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60569';216005637;'Saint-Crépin-aux-Bois';212;202
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60171';216001701;'Courtieux';185;182
'60';246000749;'CC des Lisières de l''Oise';'CC';'FPU';20;16864;16255;'60';'60593';216005868;'Saint-Pierre-lès-Bitry';145;143
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60471';216004655;'Noyon';13496;13235
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60291';216002881;'Guiscard';1828;1804
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60129';216001289;'Carlepont';1541;1521
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60189';216001883;'Cuts';1004;983
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60181';216001800;'Crisolles';938;918
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60603';216005967;'Salency';915;893
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60610';216006015;'Sempigny';792;779
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60676';216006676;'Ville';775;759
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60506';216005009;'Pont-l''Évêque';689;677
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60443';216004382;'Muirancourt';580;576
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60625';216006163;'Suzoy';579;567
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60021';216000216;'Appilly';552;544
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60431';216004267;'Morlincourt';551;540
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60037';216000364;'Baboeuf';522;515
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60348';216003467;'Larbroye';523;514
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60118';216001180;'Caisnes';513;504
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60507';216005017;'Pontoise-lès-Noyon';464;454
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60693';216006841;'Villeselve';427;423
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60105';216001057;'Brétigny';424;416
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60278';216002758;'Golancourt';401;398
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60511';216005058;'Porquéricourt';408;396
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60655';216006460;'Varesnes';376;366
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60287';216002840;'Grandrû';356;352
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60255';216002535;'Fréniches';346;343
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60055';216000547;'Beaurains-lès-Noyon';343;338
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60270';216002675;'Genvry';415;330
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60062';216000620;'Berlancourt';329;325
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60117';216001172;'Bussy';332;319
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60488';216004820;'Passel';284;278
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60617';216006080;'Sermaize';271;267
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60263';216002618;'Frétoy-le-Château';260;259
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60657';216006486;'Vauchelles';263;258
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60389';216003855;'Maucourt';248;246
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60410';216004069;'Mondescourt';253;245
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60236';216002345;'Flavy-le-Meldeux';214;214
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60059';216000588;'Béhéricourt';213;207
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60132';216001313;'Catigny';194;191
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60362';216003590;'Libermont';186;180
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60519';216005132;'Quesmy';184;179
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60121';216001214;'Campagne';161;157
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60052';216000513;'Beaugies-sous-Bois';102;99
'60';246000756;'CC du Pays Noyonnais';'CC';'FPU';42;33355;32668;'60';'60502';216004960;'Le Plessis-Patte-d''Oie';103;99
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60141';216001404;'Chantilly';11230;11001
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60282';216002790;'Gouvieux';9416;9023
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60346';216003434;'Lamorlaye';9054;8823
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60172';216001719;'Coye-la-Forêt';4129;3954
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60482';216004762;'Orry-la-Ville';3425;3337
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60142';216001412;'La Chapelle-en-Serval';3230;3140
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60494';216004887;'Plailly';1913;1872
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60695';216006866;'Vineuil-Saint-Firmin';1458;1408
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60033';216000323;'Avilly-Saint-Léonard';928;889
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60432';216004275;'Mortefontaine';892;863
'60';246000764;'CC de l''Aire Cantilienne';'CC';'FA';11;46345;44964;'60';'60022';216000224;'Apremont';670;654
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60636';216006270;'Thourotte';4604;4531
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60537';216005314;'Ribécourt-Dreslincourt';3898;3724
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60368';216003657;'Longueil-Annel';2683;2624
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60119';216001198;'Cambronne-lès-Ribécourt';1989;1951
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60501';216004952;'Le Plessis-Brion';1390;1359
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60150';216001495;'Chiry-Ourscamp';1226;1209
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60423';216004184;'Montmacq';1129;1104
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60642';216006338;'Tracy-le-Val';1114;1082
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60492';216004861;'Pimprez';879;860
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60147';216001461;'Chevincourt';878;843
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60582';216005751;'Saint-Léger-aux-Bois';803;783
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60392';216003889;'Mélicocq';773;756
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60373';216003707;'Machemont';767;749
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60043';216000422;'Bailly';642;629
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60378';216003756;'Marest-sur-Matz';407;402
'60';246000772;'CC des Deux Vallées';'CC';'FA';16;23459;22878;'60';'60654';216006452;'Vandélicourt';277;272
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60286';216002832;'Grandvilliers';2961;2880
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60245';200083467;'Formerie';2148;2120
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60387';216003830;'Marseille-en-Beauvaisis';1486;1476
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60233';216002311;'Feuquières';1397;1377
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60590';216005835;'Saint-Omer-en-Chaussée';1264;1240
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60405';216004010;'Moliens';1167;1151
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60623';216006148;'Songeons';1091;1013
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60298';216002956;'Hanvoile';657;650
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60001';216000018;'Abancourt';643;635
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60611';216006023;'Senantes';620;606
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60545';216005397;'Romescamps';542;534
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60076';216000760;'Blargies';534;527
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60242';216002402;'Fontaine-Lavaganne';516;509
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60493';216004879;'Pisseleu';514;503
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60136';216001354;'Cempuis';512;499
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60180';216001792;'Crillon';502;498
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60122';216006940;'Campeaux';496;487
'60';246000848;'CC de la Picardie Verte';'CC';'FA';88;33319;32705;'60';'60435';216004309;'Morvillers';487;483
