NAF65,AZ1,AZ2,AZ3,BZ0,CA0,CB0,CC1,CC2,CC3,CD0,CE0,CF0,CG1,CG2,CH1,CH2,CI0,CJ0,CK0,CL1,CL2,CM1,CM2,DZ0,EZ1,EZ2,FZ0,GZ1,GZ2,GZ3,HZ1,HZ2,HZ3,HZ4,HZ5,IZ0,JA1,JA2,JB0,JC0,KZ1,KZ2,KZ3,LI0,LZ0,MA1,MA2,MB0,MC1,MC2,NZ1,NZ2,NZ3,NZ4,QA0,QB0,RZ1,RZ2,SZ1,SZ2,SZ3,TZ0,UZ0,OZ0,PZ0
CE0,0.07399508745813174,0.004230295566502463,0.1191300710999582,0.02561213434452871,0.01356582529647917,0.04704466937390145,0.01299063670411985,0.05215927800475639,0.07494186702788125,0.02301776188522188,0.2157969820417754,0.0826910644621958,0.2860095806811471,0.01719350885348434,0.01645989436187201,0.02438333206368553,0.007679057116953762,0.03029185360094451,0.01508767747404111,0.01855390843603024,0.006839189890946858,0.0370584588680181,0.01215253934191702,0.03651072676604591,0.007590535972959923,0.003751866190946127,0.01075040022980372,0.005144760635766631,0.003867249984703198,0.003780096141450666,0.0006366246818508125,0.00414852180575953,0.00112888620585572,0.001028214099605449,0.001285355122564425,0.00241350913632662,0.008926952489705526,0.0145790421317969,0.002000072185227293,0.002036081091233003,4.935783576991392e-05,0.000186970818573176,0.0004359300845005208,0.00335913647755753,0.002047798188391297,0.0009431332666085516,0.002247302144997712,0.006818265343623667,0.002725364676251443,0.01046198900310782,0.003307826313475847,0.00135687998852937,0.0003018162393162393,0.003403631253763968,0.004199225134693383,0.0006254317187556805,0.006199795156924428,0.005330033656701644,0.006795969161658472,0.006500675745919535,0.0004575797341244936,0,0,0.001366624558508856,0.001440485553593423
CF0,0.0106597692593971,2.001231527093596e-05,0.01938937682977834,0.0,0.001283973974435882,0.0001660706709497545,7.865168539325843e-05,0.0,0.0,6.85854973914063e-05,0.003999176088250104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CG1,0.005240788983997022,0.001197660098522168,0.009769970723546633,0.01031852654387866,0.01547950025379539,0.01935814291775259,0.006295880149812734,0.01814256966888225,0.01512811829777627,0.02142681282607421,0.02095573762988053,0.01118855656697009,0.07297329221077498,0.008793475045429574,0.006415673750153544,0.01419269444656053,0.03084353278936235,0.04989988193624558,0.03206134774316593,0.05514541287134608,0.01183353084512856,0.01938751472320377,0.03106902718168813,0.003421241208475251,0.001042008691453404,0.004123839165970799,0.01824645047834906,0.009228323974493195,0.006340611697245702,0.01348460021499717,0.004149209249711763,0.006025796564714897,0.004179997987725123,0.0009918856547308868,0.009509742300439975,0.0005441535744676958,0.009958476071836397,0.006112351458408355,0.008180751809142258,0.001446033977612982,0.0001245047137587102,0.0004058712331813633,0.001663618474360458,0.0003654591023012075,0.0002259174770880858,0.00168383215488759,0.003678087955239965,0.001569735391400221,0.004922342323433729,0.00570822376284963,0.003084938376125429,0.0004820054485494432,0.001777510683760684,0.00422434367541766,0.001657424783582542,0.0003860928998170119,0.001383788133733265,0.001250445456345278,0.0003618041643902143,0.01500883667740929,0.002248530838135448,0,0,0.0,0.0001142653627554276
CG2,0.003548641607740975,0.0006080665024630542,0.01058134671685487,0.05025568797399783,0.004645378616584376,0.001108552033456573,0.004892322097378277,0.003023355082626989,0.001341009143244158,0.0007019754968052055,0.006089775865488778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CH1,0.0,0.002139778325123153,0.0,0.004771397616468039,0.0005069563010474828,0.0006945875507606522,0.001054307116104869,0.001385450332337338,0.001891861383903375,0.004714813295034879,0.005377702506827787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CH2,0.00591782657238556,0.002846366995073891,0.009544123797574237,0.02266305525460455,0.008743309030501592,0.01057458027759258,0.01997752808988764,0.01998292578815782,0.005762501410994468,0.0141289055630459,0.01430829557071146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CI0,1.042054335690361e-06,7.389162561576354e-05,0.0,0.00219501625135428,0.0003871533385630567,0.0009394508758106552,0.001581460674157303,0.003946582108665162,0.001473078225533356,0.002757781816050179,0.001750507316031187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CJ0,0.0005582433941198362,0.0003186576354679803,0.001150146382266834,0.004270855904658722,0.00118020626643902,0.00159403600218195,0.003510299625468165,0.009072504421001281,0.00196297550513602,0.004950466029661762,0.00382432370577196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CK0,0.001636620766654261,0.01086668719211823,0.03828523630280218,0.0755406283856988,0.004866526694661068,0.007393781441299472,0.01035393258426966,0.009266418684066103,0.003278022350152387,0.00689020458409051,0.005765856486779268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CL1,0.002756531447711202,0.001054495073891626,0.0,0.00114626218851571,0.001489086798025011,0.0006133705073034729,0.001028089887640449,0.0008043173364229526,0.0003239643300598262,0.001157746644000235,0.0007502174211562228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CL2,1.339784145887607e-06,0.0003833128078817734,0.0,4.333694474539545e-06,5.554658299109409e-05,1.697072549851506e-05,1.591760299625468e-05,1.158607232148302e-05,0.0,0.0,2.532765749683404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CM1,1.339784145887607e-06,6.619458128078818e-05,0.002216645754914262,0.0,0.001099856951686586,0.0009394508758106552,0.01425842696629213,0.00260015854625282,0.001093802912292584,0.0004197197960021103,0.001217711051097786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
CM2,0.03892698176404913,0.00239070197044335,0.0,0.02485373781148429,0.003634292372294772,0.0007358021698284744,0.0007911985018726591,0.001514116714433807,0.0005779433344621289,0.001945014361920394,0.002972185349628477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DZ0,0.01470695943431336,0.002897167487684729,0.01407779171894605,0.02118093174431203,0.01464497485118361,0.00874295411843142,0.0165,0.06256418074272821,0.011581442600745,0.01610469546866757,0.0372543903815932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
EZ1,0.00545083736509118,0.0002124384236453202,0.00944792973651192,2.166847237269773e-06,0.0024452032670389,0.0009091460088490211,0.001090823970037453,0.001702542837977926,0.000891748504345863,0.001515329151767396,0.001377610961077799,0.0002474456622701096,0.0006243848021523723,0.0007530744199805604,0.002016337059329321,0.001092404966862192,0.0008389996977938955,0.0005889020070838253,0.0007830048739139648,0.0002649282609989879,0.0003793558008548488,0.0005070981340276486,0.0005702789699570816,0.0008583182200203476,0.0818512795750845,0.001351501809256307,0.0005533505452583715,0.0007084800609117731,0.0008416737323321942,0.00121109035953962,0.0001031129674345755,0.0002822297426728817,0.0003773015393902807,0.0006571875232636046,0.001140006285355123,0.00115263201237087,0.000576490536004706,0.008476053294922578,0.001178243372493819,0.0002029427231457732,0.0002980256865692034,0.0001671141046210545,0.002626229887718486,0.0,0.0001652859486933205,0.0003090864085924299,0.0002770929597425412,0.001686879823594267,8.605310105992234e-05,0.0007632082237628496,0.0004778495954152489,0.000223677292931224,0.002410523504273504,0.000631342983962706,0.003749318966039107,0.00302778753983931,0.003300168263954934,0.005783409225895863,0.004077581496995083,0.0004740617527809543,0.0001032692417413134,0,0,0.002642656423212766,0.004444329024886106
EZ2,0.0008515072571641236,0.0005649630541871921,0.0004182350480970305,0.005263271939328277,0.004686274283604817,0.009722407418631432,0.01205992509363296,0.0341648881029331,0.004687888023478948,0.01204408230259687,0.008089440197738822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FZ0,0.004587718645329364,0.003948583743842365,0.005227938101212882,0.00903791982665222,0.001004222232476582,0.001696466452512273,0.001840823970037453,0.0024812488566376,0.0007754825601083644,0.006627000410340583,0.001232358371095955,0.0007780048300204348,0.001621497473587506,0.002198791362042006,0.002874953936862793,0.002911937228612783,0.002520021154427319,0.002707438016528926,0.009998145793600338,0.002034738346133238,0.003114472510352725,0.001820097948050338,0.002924177396280401,0.01093563940372451,0.01866055045871559,0.009801867456160329,0.1654183233436441,0.002453412011040258,0.000797706353854357,0.001155956050231351,0.001088777219430486,0.008479662856777984,0.002673810242479123,0.003051142708255788,0.002227372721558768,0.0007147105381145404,0.001689331810789301,0.01493158084263594,0.008025373107393572,0.00155120789018985,0.002667628774422735,0.005003574208511382,0.01768167611992129,0.01811073137388927,0.009339456517389043,0.001905369192522519,0.001275336216950353,0.01695654171260566,0.001300241368454192,0.006201888596700932,0.002473746764136045,0.001551163791043349,0.002789797008547009,0.007446746815961457,0.001951449845632302,0.007422775360825991,0.0183327236813227,0.02104731736289843,0.004503126327930553,0.001516789687077659,0.001073771894790894,0,0,0.01889968805589214,0.00899201626426462
GZ1,0.003530628954224041,0.000935960591133005,0.008017565872020077,0.003122426868905742,0.001559399658529833,0.0008103521425540941,0.001184456928838951,0.001279346301603756,0.001210068856530082,0.0006319244973327861,0.000677896278665263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GZ2,0.04247353926311872,0.101564039408867,0.0687745713090757,0.07754929577464788,0.06762095657791518,0.08570701254621492,0.1028501872659176,0.04737544972254405,0.04390224630319449,0.0266064833812064,0.04920248394134969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GZ3,0.003545068850018608,0.008492918719211822,0.005734002509410289,0.004879739978331528,0.005086578838078538,0.006684041457058003,0.00772378277153558,0.003532532471492164,0.002921322948414042,0.001419778416085351,0.003590271738301216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HZ1,0.009981838481577968,0.01408866995073892,0.01372229192806357,0.0125590465872156,0.01476310507129343,0.01332262561367356,0.01303558052434457,0.01634124031953168,0.01134891071227001,0.00786095316255349,0.01632153918920981,0.009698309492847853,0.01221864951768489,0.0171275831466847,0.00812584449084879,0.006928848937304792,0.007440314294348746,0.007576387249114522,0.008275852934943845,0.009773322617134012,0.003976511631003581,0.00965594197507904,0.005728540772532188,0.008311850311850312,0.006974408498309995,0.01021938814241251,0.006163328790973198,0.02179670695726658,0.07028403975420225,0.03685169243685124,0.1367197459157258,0.00676776706468297,0.00784435053828353,0.01343035807340132,0.004686517913262099,0.01125502109086916,0.00805148967092287,0.03366654663305726,0.007611390828866872,0.002942401184816321,0.001597895887416314,0.001891629997934902,0.003765019099432805,0.0001855775803144224,0.001454889876068889,0.003207417212841292,0.003904250136553537,0.009645350973906652,0.007910588729142617,0.007645230695672962,0.003597629475260904,0.002010227978779334,0.01024172008547009,0.003995271340307363,0.005133240510926812,0.005848713629588337,0.008024361694344869,0.01001900613739854,0.02587688945547259,0.005918494646013099,0.003430706909339876,0,0,0.01425749568176545,0.01374879427782807
HZ2,2.456270934127279e-05,3.54064039408867e-05,2.927645336679214e-05,2.38353196099675e-05,3.345484749204006e-05,2.848657494393599e-05,3.089887640449438e-05,3.475821696444905e-05,2.144711592730557e-05,9.965414150888096e-06,3.295646999588045e-05,1.634776147129853e-05,2.690465253625566e-05,3.676625956134049e-05,1.811816730131433e-05,1.237906604707854e-05,1.171048655182835e-05,1.605667060212515e-05,1.509853782581055e-05,2.262308745609335e-05,8.92131929002277e-06,1.611803359990081e-05,1.108726752503577e-05,1.875525279780599e-05,5.794302269435055e-06,7.085199524279461e-06,1.282136614108407e-05,7.613971637955649e-06,3.758642692936374e-06,4.86087509601893e-06,4.568296025582457e-06,0.03623204137666815,1.10675118221149e-05,8.114345269113378e-05,3.142677561282213e-06,2.552864423683994e-05,1.176511297968788e-05,1.260352898811667e-05,4.150650569360981e-06,1.717125103295807e-06,2.049460308785353e-06,1.588537116169719e-06,4.167148975575876e-06,5.126452494873547e-07,1.000520270540681e-06,2.260032931908436e-06,2.509632560268088e-06,4.593899301727306e-06,3.672998215972295e-06,6.574229022232847e-06,3.093404535907914e-06,1.194857334034316e-06,2.670940170940171e-06,3.903374746280641e-06,5.508808039227556e-06,3.514342151504502e-06,6.950032921208574e-06,1.267075826568996e-05,7.2846476051721e-06,1.039609106975777e-05,1.711644890740001e-06,0,0,8.095078501637062e-06,6.232656150296051e-06
